quartile,wordID,finalRole,entropy,id
0,word1,finalListener,1.936152101561625,game102
0,word1,finalSpeaker,1.9455157307121596,game102
0,word2,finalListener,1.9419228070172516,game102
0,word2,finalSpeaker,1.9586435755919134,game102
0,word3,finalListener,1.1782471056972597,game102
0,word3,finalSpeaker,1.574493803234943,game102
0,word4,finalListener,0.5958535158028453,game102
0,word4,finalSpeaker,1.510928326663978,game102
0,word5,finalListener,1.2557858693089914,game102
0,word5,finalSpeaker,1.4251532029466623,game102
0,word6,finalListener,1.9494596517008291,game102
0,word6,finalSpeaker,1.9616001888451229,game102
0,word7,finalListener,1.139389886790822,game102
0,word7,finalSpeaker,1.209369113852334,game102
0,word8,finalListener,1.9597819297784833,game102
0,word8,finalSpeaker,1.9464784990192734,game102
0,word9,finalListener,1.956058801303042,game102
0,word9,finalSpeaker,1.9558897738717544,game102
0,word10,finalListener,1.0934467266843422,game102
0,word10,finalSpeaker,1.362386340836423,game102
0,word11,finalListener,1.9649659399905244,game102
0,word11,finalSpeaker,1.945966107349203,game102
0,word12,finalListener,1.2589519648405596,game102
0,word12,finalSpeaker,2.0113218250885287,game102
0,word13,finalListener,1.943890787467024,game102
0,word13,finalSpeaker,1.96157404177835,game102
0,word14,finalListener,1.9462939505213381,game102
0,word14,finalSpeaker,1.9300334661941894,game102
0,word15,finalListener,0.5194840134486997,game102
0,word15,finalSpeaker,0.7082897725164111,game102
0,word16,finalListener,1.1202756991346996,game102
0,word16,finalSpeaker,1.509087658913494,game102
1,word1,finalListener,2.073806739543763,game102
1,word1,finalSpeaker,1.8745620480180663,game102
1,word2,finalListener,2.074920414871079,game102
1,word2,finalSpeaker,1.8894877669189696,game102
1,word3,finalListener,2.0710847502584917,game102
1,word3,finalSpeaker,1.8937010069568299,game102
1,word4,finalListener,0.7973444736066777,game102
1,word4,finalSpeaker,0.900971440022677,game102
1,word5,finalListener,2.0771990909762934,game102
1,word5,finalSpeaker,1.8825458020175116,game102
1,word6,finalListener,2.077307509442263,game102
1,word6,finalSpeaker,1.8869920489127612,game102
1,word7,finalListener,0.7913189328778875,game102
1,word7,finalSpeaker,0.8903504188623382,game102
1,word8,finalListener,2.0694562546711457,game102
1,word8,finalSpeaker,1.812689850342184,game102
1,word9,finalListener,2.07340635563314,game102
1,word9,finalSpeaker,1.8670342268953237,game102
1,word10,finalListener,0.7873182462390547,game102
1,word10,finalSpeaker,0.8299624876919404,game102
1,word11,finalListener,2.0713876045773016,game102
1,word11,finalSpeaker,1.910581472725089,game102
1,word12,finalListener,2.0763402107816473,game102
1,word12,finalSpeaker,1.9160379826613805,game102
1,word13,finalListener,2.0709343851737056,game102
1,word13,finalSpeaker,1.8803082003037517,game102
1,word14,finalListener,2.0773612699660955,game102
1,word14,finalSpeaker,1.8879007923571223,game102
1,word15,finalListener,0.7923303719776212,game102
1,word15,finalSpeaker,1.3338352743398822,game102
1,word16,finalListener,2.0730408205892568,game102
1,word16,finalSpeaker,1.880154547411047,game102
2,word1,finalListener,1.9007263941263006,game102
2,word1,finalSpeaker,1.9736987918456104,game102
2,word2,finalListener,1.916138442440443,game102
2,word2,finalSpeaker,1.9985653281146991,game102
2,word3,finalListener,1.942124720031369,game102
2,word3,finalSpeaker,1.9957067887408748,game102
2,word4,finalListener,0.7837494244167031,game102
2,word4,finalSpeaker,0.8007816339692491,game102
2,word5,finalListener,1.9151999753639775,game102
2,word5,finalSpeaker,1.99742681244209,game102
2,word6,finalListener,1.9217616770866015,game102
2,word6,finalSpeaker,1.9658683618038637,game102
2,word7,finalListener,0.774360761058429,game102
2,word7,finalSpeaker,0.8771599437031334,game102
2,word8,finalListener,1.8214770843607246,game102
2,word8,finalSpeaker,1.9786140317790974,game102
2,word9,finalListener,1.951758715521326,game102
2,word9,finalSpeaker,1.9884533875099142,game102
2,word10,finalListener,0.791038689350399,game102
2,word10,finalSpeaker,0.8246999480410627,game102
2,word11,finalListener,1.9136578665449693,game102
2,word11,finalSpeaker,1.9676435812984368,game102
2,word12,finalListener,1.9236701157083922,game102
2,word12,finalSpeaker,1.9825276231409332,game102
2,word13,finalListener,1.9035680013204954,game102
2,word13,finalSpeaker,1.9993117201073212,game102
2,word14,finalListener,1.8877966514711457,game102
2,word14,finalSpeaker,1.9843115669053548,game102
2,word15,finalListener,0.7941526576627342,game102
2,word15,finalSpeaker,0.8123091634751433,game102
2,word16,finalListener,1.928594856005477,game102
2,word16,finalSpeaker,1.9664638285106282,game102
3,word1,finalListener,2.065871759307752,game102
3,word1,finalSpeaker,1.918940229030747,game102
3,word2,finalListener,2.070411241535812,game102
0,word1,finalListener,1.800764949460309,game101
3,word2,finalSpeaker,1.9729767981531758,game102
0,word1,finalSpeaker,1.9127424064075051,game101
3,word3,finalListener,2.073162382198047,game102
0,word2,finalListener,0.8019249595194475,game101
3,word3,finalSpeaker,1.9096592032922641,game102
0,word2,finalSpeaker,1.1634015574578918,game101
3,word4,finalListener,0.7890112448272621,game102
0,word3,finalListener,1.838633764125652,game101
3,word4,finalSpeaker,0.8121406506442069,game102
0,word3,finalSpeaker,1.8916592952515718,game101
3,word5,finalListener,2.076244402978907,game102
0,word4,finalListener,1.8483289202653297,game101
3,word5,finalSpeaker,1.9479641419328877,game102
0,word4,finalSpeaker,1.9018559473540884,game101
3,word6,finalListener,2.064239562975716,game102
0,word5,finalListener,1.8318575599571216,game101
3,word6,finalSpeaker,1.9158705265246132,game102
0,word5,finalSpeaker,1.9055768057297258,game101
3,word7,finalListener,0.8052391288164893,game102
0,word6,finalListener,1.8783719766038023,game101
3,word7,finalSpeaker,0.8128247045342798,game102
0,word6,finalSpeaker,1.9041452928422853,game101
3,word8,finalListener,2.0723543627514642,game102
0,word7,finalListener,0.8158978589395846,game101
3,word8,finalSpeaker,1.91023744255383,game102
0,word7,finalSpeaker,1.0753610596034673,game101
3,word9,finalListener,2.0741757067304083,game102
0,word8,finalListener,1.4281591780530436,game101
3,word9,finalSpeaker,1.9047568775035597,game102
0,word8,finalSpeaker,0.719277167546773,game101
3,word10,finalListener,0.7948733728948364,game102
0,word9,finalListener,1.8346926487986157,game101
3,word10,finalSpeaker,0.7840553684467398,game102
0,word9,finalSpeaker,1.8636169118311947,game101
3,word11,finalListener,2.0644045732144956,game102
0,word10,finalListener,1.839983226190834,game101
3,word11,finalSpeaker,1.8318942369412357,game102
0,word10,finalSpeaker,1.9254114741407558,game101
3,word12,finalListener,2.07473792786151,game102
0,word11,finalListener,1.8444971736176399,game101
3,word12,finalSpeaker,1.9218549688627162,game102
0,word11,finalSpeaker,1.9179368728146828,game101
3,word13,finalListener,2.0748037567040476,game102
0,word12,finalListener,1.837208291119106,game101
3,word13,finalSpeaker,1.8839309481387263,game102
0,word12,finalSpeaker,1.9159714235288425,game101
3,word14,finalListener,2.064784238951251,game102
0,word13,finalListener,1.1405628475802323,game101
3,word14,finalSpeaker,1.889878810773726,game102
0,word13,finalSpeaker,1.6225545180926717,game101
3,word15,finalListener,0.8142110032146553,game102
0,word14,finalListener,0.6856763057710578,game101
3,word15,finalSpeaker,0.8518824013411848,game102
3,word16,finalListener,2.0707815388210826,game102
3,word16,finalSpeaker,1.9519133371909212,game102
4,word1,finalListener,2.074937054775601,game102
0,word14,finalSpeaker,0.8096474474761786,game101
4,word1,finalSpeaker,2.0712369350531072,game102
0,word15,finalListener,1.8386052311471237,game101
4,word2,finalListener,2.0717946995011767,game102
0,word15,finalSpeaker,1.9049211946610862,game101
4,word2,finalSpeaker,2.07536313276484,game102
0,word16,finalListener,0.8307594519075877,game101
4,word3,finalListener,2.0729693040992867,game102
0,word16,finalSpeaker,1.4512904062962826,game101
4,word3,finalSpeaker,2.076930784322562,game102
1,word1,finalListener,1.7721284965335344,game101
4,word4,finalListener,0.8099614435960676,game102
1,word1,finalSpeaker,1.979822775964383,game101
4,word4,finalSpeaker,0.8133105414678353,game102
1,word2,finalListener,1.1126764784415355,game101
4,word5,finalListener,2.0734696064317837,game102
1,word2,finalSpeaker,0.6857463064630472,game101
4,word5,finalSpeaker,2.0682854372194766,game102
1,word3,finalListener,1.735250179233059,game101
4,word6,finalListener,2.0745354904805944,game102
