quartile,wordID,finalRole,entropy,id
0,word1,finalListener,0.5734811242648767,game1
0,word1,finalSpeaker,0.7838491584981551,game1
0,word2,finalListener,1.9238435266199854,game1
0,word2,finalSpeaker,1.9919792470183701,game1
0,word3,finalListener,1.9000373336050793,game1
0,word3,finalSpeaker,1.9880139640004606,game1
0,word4,finalListener,0.9703204427933201,game1
0,word4,finalSpeaker,0.9539096454164904,game1
0,word5,finalListener,1.90755693441729,game1
0,word5,finalSpeaker,1.9926218091064447,game1
0,word6,finalListener,1.9354834970265673,game1
0,word6,finalSpeaker,1.9906300820800258,game1
0,word7,finalListener,0.8931598681795754,game1
0,word7,finalSpeaker,0.7318650786348251,game1
0,word8,finalListener,0.5955736401735269,game1
0,word8,finalSpeaker,0.7071089081901374,game1
0,word9,finalListener,0.9248661570112748,game1
0,word9,finalSpeaker,0.6193887189071772,game1
0,word10,finalListener,1.9214810499769681,game1
0,word10,finalSpeaker,1.9970764675483839,game1
0,word11,finalListener,0.44298581278743027,game1
0,word11,finalSpeaker,0.5622204691695802,game1
0,word12,finalListener,1.903855701131946,game1
0,word12,finalSpeaker,1.9982667130004748,game1
0,word13,finalListener,1.904857272413562,game1
0,word13,finalSpeaker,1.9997090520674137,game1
0,word14,finalListener,0.38383767568594757,game1
0,word14,finalSpeaker,0.6240542051515358,game1
0,word15,finalListener,0.8100315679016716,game1
0,word15,finalSpeaker,0.5709992524028551,game1
0,word16,finalListener,0.5723497982453349,game1
0,word16,finalSpeaker,0.5257989228192761,game1
1,word1,finalListener,0.7458762608704099,game1
1,word1,finalSpeaker,0.7667034198214312,game1
1,word2,finalListener,2.030869447906225,game1
1,word2,finalSpeaker,2.028048313287162,game1
1,word3,finalListener,0.7113884537187547,game1
1,word3,finalSpeaker,0.697176392671029,game1
1,word4,finalListener,2.0312463723597642,game1
1,word4,finalSpeaker,2.0302036347718913,game1
1,word5,finalListener,2.0294678272451754,game1
1,word5,finalSpeaker,2.0048212713294755,game1
1,word6,finalListener,2.0328411564737285,game1
1,word6,finalSpeaker,2.02073124404316,game1
1,word7,finalListener,0.5724258572158564,game1
1,word7,finalSpeaker,0.5713703201700168,game1
1,word8,finalListener,0.5359703930749649,game1
1,word8,finalSpeaker,0.5150702478819271,game1
1,word9,finalListener,0.7510952222531254,game1
1,word9,finalSpeaker,0.7488037920991901,game1
1,word10,finalListener,2.028042472520342,game1
1,word10,finalSpeaker,2.0271248952478222,game1
1,word11,finalListener,0.4555055354094574,game1
1,word11,finalSpeaker,0.5841796264937302,game1
1,word12,finalListener,0.6801931604363638,game1
1,word12,finalSpeaker,0.7867495382724878,game1
1,word13,finalListener,2.0354986690702788,game1
1,word13,finalSpeaker,2.0249938127346425,game1
1,word14,finalListener,0.41201017982369914,game1
1,word14,finalSpeaker,0.44503637838719406,game1
1,word15,finalListener,2.0318676236104296,game1
1,word15,finalSpeaker,2.0262374699591152,game1
1,word16,finalListener,0.38420059500489334,game1
1,word16,finalSpeaker,0.3794919807751458,game1
2,word1,finalListener,2.032785677239717,game1
2,word1,finalSpeaker,2.0138679892660507,game1
2,word2,finalListener,2.0371632572094787,game1
2,word2,finalSpeaker,2.013731953315552,game1
2,word3,finalListener,0.7756180404995364,game1
2,word3,finalSpeaker,0.7666412511745984,game1
2,word4,finalListener,2.0178984548781593,game1
2,word4,finalSpeaker,2.027125805751644,game1
2,word5,finalListener,2.032691020557621,game1
2,word5,finalSpeaker,2.017893803567228,game1
2,word6,finalListener,2.032327306600114,game1
2,word6,finalSpeaker,2.0221935943883116,game1
2,word7,finalListener,0.4326128356693728,game1
2,word7,finalSpeaker,0.5359878914867364,game1
2,word8,finalListener,0.5487034773463841,game1
2,word8,finalSpeaker,0.5280190192000599,game1
2,word9,finalListener,2.029197639377028,game1
2,word9,finalSpeaker,2.0129574958765066,game1
2,word10,finalListener,2.025371196459313,game1
2,word10,finalSpeaker,2.022131412546161,game1
2,word11,finalListener,0.37166547738084527,game1
2,word11,finalSpeaker,0.3075877395001761,game1
2,word12,finalListener,0.6885997032986202,game1
2,word12,finalSpeaker,0.739766206463359,game1
2,word13,finalListener,2.0179794292676028,game1
2,word13,finalSpeaker,2.0123765497086916,game1
2,word14,finalListener,0.5097050639747273,game1
2,word14,finalSpeaker,0.4155802526822431,game1
2,word15,finalListener,0.42429058977328754,game1
2,word15,finalSpeaker,0.380607208519784,game1
2,word16,finalListener,0.6280570692336621,game1
2,word16,finalSpeaker,0.5733407052935685,game1
3,word1,finalListener,2.027701051937205,game1
3,word1,finalSpeaker,1.9286842148922547,game1
3,word2,finalListener,2.008380068290632,game1
3,word2,finalSpeaker,1.9258739261730837,game1
3,word3,finalListener,0.6798673878836109,game1
3,word3,finalSpeaker,1.0573692842799214,game1
