iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	target	finalRole	eventType
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117614233	true	true	false	false	hilu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117618313	false	false	true	false	popi	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117623477	false	false	false	false	momi	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117626044	false	false	false	false	goko	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117626433	true	true	false	false	hilu	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117628704	false	false	false	false	lime	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117629572	false	false	true	false	popi	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117631304	false	false	false	false	hulo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117633609	false	false	false	false	newe	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117634323	false	false	false	false	momi	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117635974	false	false	false	false	wugo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117637771	false	false	false	false	goko	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117640082	false	false	false	false	pala	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117640164	false	false	false	false	lime	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117642338	false	false	false	false	nuwa	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117646412	false	false	false	false	hulo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117647693	false	false	true	true	hele	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117648811	false	false	false	false	newe	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117649877	false	false	false	false	lemo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117653854	true	false	false	false	kuku	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117653980	false	false	false	false	wugo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117657330	false	true	false	false	kagu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117657851	true	true	true	true	pala	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117660235	false	false	false	false	nuwa	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117661728	false	false	false	false	muho	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117663708	false	false	true	true	hele	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117666043	false	false	false	true	lupu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117666468	false	false	false	false	lemo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117670131	true	false	false	false	kuku	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117673332	false	true	false	false	kagu	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117676003	false	false	false	false	muho	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117678499	false	false	false	true	lupu	listener	postTest_word
