iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871164221	circle	mixed	spottedCircle2	1	mape	21751	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871186839	circle	mixed	spottedCircles	2	nege	11522	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871202595	circle	mixed	spottedCircle2	3	mape	6146	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871215828	circle	mixed	spottedCircle1	4	huwe	2972	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871227763	circle	mixed	stripedCircle2	5	game	3740	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871243782	circle	mixed	spottedCircles	6	hiku	3993	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871262541	circle	mixed	spottedCircle1	7	mape	8798	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871275811	circle	mixed	stripedCircle1	8	huwe	3484	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871289010	circle	mixed	stripedCircle2	9	nege	4545	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871304368	circle	mixed	stripedCircles	10	halo	6413	0	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871329491	circle	mixed	stripedCircle1	11	mupa	1388	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871355128	circle	mixed	stripedCircles	12	hiku	7226	1	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871364663	circle	mixed	spottedCircle2	13	mape	3489	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871377665	circle	mixed	stripedCircles	14	mape	5094	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871392032	circle	mixed	stripedCircle1	15	heko	6605	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871405460	circle	mixed	stripedCircle2	16	halo	5200	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871421636	circle	mixed	spottedCircle2	17	halo	8452	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871431779	circle	mixed	stripedCircles	18	huwe	2976	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871442267	circle	mixed	spottedCircles	19	game	2990	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871455200	circle	mixed	spottedCircle1	20	hiku	3288	2	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871473112	circle	mixed	stripedCircle1	21	nege	6455	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871488039	circle	mixed	stripedCircle2	22	nege	6809	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871504517	circle	mixed	spottedCircles	23	hiku	5297	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871516560	circle	mixed	spottedCircle1	24	game	3483	3	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871543059	circle	mixed	spottedCircle2	25	halo	8038	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871564447	circle	mixed	stripedCircle1	26	gehe	12374	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871581978	circle	mixed	spottedCircle1	27	nege	8817	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871596445	circle	mixed	stripedCircles	28	halo	4429	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871610634	circle	mixed	spottedCircles	29	mape	5691	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871623090	circle	mixed	stripedCircle2	30	hiku	4140	4	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871636888	circle	mixed	spottedCircle2	31	hiku	4357	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871648666	circle	mixed	stripedCircle1	32	nege	3197	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871660449	circle	mixed	spottedCircles	33	mape	4356	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871670997	circle	mixed	stripedCircles	34	hiku	2964	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871684352	circle	mixed	stripedCircle2	35	nege	5389	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871698668	circle	mixed	spottedCircle1	36	halo	3741	5	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871711475	circle	mixed	stripedCircle2	37	huwe	5820	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871724811	circle	mixed	spottedCircle2	38	halo	2865	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871735822	circle	mixed	spottedCircles	39	mape	3624	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871750344	circle	mixed	stripedCircles	40	game	5537	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871763249	circle	mixed	stripedCircle1	41	huwe	3502	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871778965	circle	mixed	stripedCircle2	42	halo	5100	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871791673	circle	mixed	spottedCircle1	43	halo	5625	6	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871804228	circle	mixed	stripedCircles	44	hiku	5729	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871818848	circle	mixed	stripedCircle1	45	huwe	6909	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871830797	circle	mixed	spottedCircle1	46	halo	3896	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871843022	circle	mixed	spottedCircle2	47	hiku	3540	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871857235	circle	mixed	spottedCircles	48	hiku	4279	7	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871870356	circle	mixed	stripedCircles	49	game	4664	8	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871882549	circle	mixed	spottedCircle2	50	nege	3544	8	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871905521	circle	mixed	spottedCircle1	51	hiku	14273	8	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871918775	circle	mixed	stripedCircles	52	game	4178	9	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871935975	circle	mixed	stripedCircle1	53	hiku	5739	8	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871950836	circle	mixed	spottedCircles	54	game	4489	8	drop
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871967120	circle	mixed	stripedCircle2	55	nege	9296	8	drop
