iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531849939165	circle	mixed	stripedCircles	1	nipi	79864	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531849974404	circle	mixed	spottedCircle1	2	lego	7936	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850006307	circle	mixed	spottedCircle2	3	kinu	13807	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850022087	circle	mixed	spottedCircle1	4	wiwi	7809	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850051951	circle	mixed	stripedCircle2	5	kopa	15788	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850074094	circle	mixed	spottedCircles	6	hoho	10012	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850105823	circle	mixed	spottedCircle2	7	kinu	20030	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850144772	circle	mixed	stripedCircle1	8	kinu	30338	0	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850178276	circle	mixed	stripedCircles	9	liki	22485	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850219324	circle	mixed	stripedCircle1	10	pami	31288	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850265682	circle	mixed	spottedCircles	11	kopa	30653	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850317402	circle	mixed	stripedCircle2	12	wiwi	13517	1	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850335766	circle	mixed	stripedCircle1	13	kopa	7911	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850352217	circle	mixed	spottedCircles	14	hoho	5403	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850380274	circle	mixed	stripedCircle1	15	kopa	11114	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850418947	circle	mixed	spottedCircle2	16	kinu	12837	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850436430	circle	mixed	spottedCircle1	17	lego	5981	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850464007	circle	mixed	stripedCircle2	18	wiwi	13264	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850502096	circle	mixed	stripedCircles	19	nipi	25150	2	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850524800	circle	mixed	stripedCircle2	20	wiwi	7132	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850554814	circle	mixed	stripedCircles	21	kopa	16202	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850608073	circle	mixed	spottedCircle2	22	kinu	8827	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850630479	circle	mixed	spottedCircles	23	hoho	11686	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850659312	circle	mixed	spottedCircle1	24	lego	11669	3	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850707464	circle	mixed	stripedCircles	25	pami	30757	4	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850740316	circle	mixed	spottedCircle1	26	lego	9588	4	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850762392	circle	mixed	spottedCircle2	27	kinu	7482	4	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850803433	circle	mixed	spottedCircle1	28	lego	2689	5	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850839683	circle	mixed	stripedCircle2	29	kopa	15550	4	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850864315	circle	mixed	spottedCircle2	30	kinu	15629	5	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850884207	circle	mixed	spottedCircles	31	lego	6442	4	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850900971	circle	mixed	stripedCircle2	32	wiwi	5902	5	drop
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850938575	circle	mixed	stripedCircles	33	nipi	19880	5	drop
