iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848153992	square	mixed	blueSquare2	1	kumu	16879	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848190543	square	mixed	blueSquare1	2	kika	17316	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848208948	square	mixed	redSquare2	3	gigo	6845	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848238688	square	mixed	redSquares	4	huhi	14038	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848255799	square	mixed	blueSquare2	5	kumu	4075	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848279129	square	mixed	blueSquares	6	kala	14996	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848293398	square	mixed	blueSquare1	7	kala	7322	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848315210	square	mixed	blueSquares	8	kala	10880	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848332143	square	mixed	redSquare2	9	gigo	8442	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848356588	square	mixed	redSquare1	10	gege	16645	0	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848377430	square	mixed	redSquares	11	niha	8510	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848397451	square	mixed	redSquare1	12	gege	8610	1	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848421453	square	mixed	blueSquare2	13	kumu	12944	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848439532	square	mixed	blueSquare1	14	kika	10710	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848461387	square	mixed	blueSquares	15	kala	6934	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848479596	square	mixed	blueSquare1	16	kika	6038	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848517027	square	mixed	redSquares	17	niha	26687	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848533478	square	mixed	blueSquare2	18	kumu	3389	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848570505	square	mixed	blueSquares	19	kika	17535	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848588036	square	mixed	redSquare1	20	gege	10442	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848611157	square	mixed	redSquares	21	niha	8513	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848630393	square	mixed	redSquare2	22	gigo	9148	2	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848646108	square	mixed	redSquare1	23	gege	5936	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848662434	square	mixed	redSquare2	24	gigo	4520	3	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848683019	square	mixed	redSquare1	25	gigo	9739	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848696115	square	mixed	blueSquares	26	kala	6278	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848729559	square	mixed	blueSquare1	27	kumu	6803	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848752779	square	mixed	redSquares	28	niha	11541	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848776266	square	mixed	blueSquare2	29	kika	8583	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848794092	square	mixed	redSquare2	30	gigo	6701	4	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848819781	square	mixed	redSquares	31	niha	8894	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848863637	square	mixed	blueSquare2	32	kumu	34230	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848886024	square	mixed	redSquare1	33	gege	6798	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848902798	square	mixed	blueSquare1	34	kika	7792	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848923431	square	mixed	blueSquares	35	kumu	8847	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848947615	square	mixed	redSquare2	36	gigo	13997	5	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848985816	square	mixed	blueSquares	37	kumu	13058	6	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531849001545	square	mixed	redSquare2	38	gigo	6531	6	drop
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531849035647	square	mixed	blueSquare1	39	kala	17491	6	drop
