iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871314487	circle	mixed	stripedCircle1	1	wili	33872	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871334302	circle	mixed	spottedCircles	2	wili	11935	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871360517	circle	mixed	stripedCircles	3	wili	10245	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871371302	circle	mixed	stripedCircle1	4	wili	2854	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871392895	circle	mixed	stripedCircle2	5	mawu	13638	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871406484	circle	mixed	spottedCircle1	6	mawu	5883	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871452331	circle	mixed	stripedCircles	7	mawu	22182	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871468313	circle	mixed	spottedCircle1	8	mawu	4424	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871500543	circle	mixed	spottedCircle2	9	nama	8891	0	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871514107	circle	mixed	spottedCircles	10	nama	4960	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871534951	circle	mixed	spottedCircle2	11	nama	6398	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871563241	circle	mixed	stripedCircle2	12	wili	9650	1	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871583433	circle	mixed	spottedCircle1	13	mawu	10403	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871613593	circle	mixed	spottedCircles	14	mawu	15370	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871631221	circle	mixed	stripedCircle2	15	wili	5875	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871652961	circle	mixed	spottedCircle1	16	nama	5770	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871669004	circle	mixed	stripedCircle1	17	wula	7776	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871691066	circle	mixed	spottedCircles	18	nama	7861	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871711793	circle	mixed	spottedCircle2	19	kahe	12205	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871745557	circle	mixed	stripedCircles	20	wula	20342	2	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871761639	circle	mixed	stripedCircle1	21	wula	6586	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871797077	circle	mixed	spottedCircle2	22	mupo	27477	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871836193	circle	mixed	stripedCircle2	23	wili	20563	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871855163	circle	mixed	stripedCircles	24	wula	11166	3	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871869016	circle	mixed	stripedCircle1	25	wula	5015	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871895535	circle	mixed	spottedCircle2	26	wili	3966	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871914310	circle	mixed	stripedCircles	27	goki	9516	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871933458	circle	mixed	stripedCircle1	28	wili	10769	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871948029	circle	mixed	stripedCircle2	29	wili	3978	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871972041	circle	mixed	spottedCircle1	30	nama	4875	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872003779	circle	mixed	stripedCircle2	31	wili	12788	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872045817	circle	mixed	stripedCircles	32	wula	2136	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872075856	circle	mixed	spottedCircles	33	guhu	18612	4	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872090123	circle	mixed	spottedCircle1	34	mupo	5906	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872128755	circle	mixed	spottedCircles	35	guhu	24943	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872143451	circle	mixed	spottedCircle2	36	mawu	7300	5	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872175852	circle	mixed	spottedCircle1	37	nama	11650	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872198146	circle	mixed	spottedCircles	38	wula	13564	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872219012	circle	mixed	stripedCircle1	39	wula	8367	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872239287	circle	mixed	stripedCircles	40	mupo	12515	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872255998	circle	mixed	stripedCircle2	41	wili	5378	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872291684	circle	mixed	spottedCircle2	42	guhu	6122	6	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872315033	circle	mixed	spottedCircle1	43	mupo	13033	7	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872328977	circle	mixed	stripedCircles	44	nama	5536	7	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872346615	circle	mixed	stripedCircle1	45	wula	9380	7	drop
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531872368429	circle	mixed	stripedCircle2	46	mupo	12017	7	drop
