iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958864121	square	mixed	redSquare1	1	nupi	74533	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958923449	square	mixed	redSquare2	2	gule	38740	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958944088	square	mixed	blueSquares	3	lake	5703	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958958877	square	mixed	redSquares	4	gule	4129	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958978600	square	mixed	blueSquare2	5	line	11151	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531958997619	square	mixed	redSquares	6	nupi	9214	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959016784	square	mixed	blueSquare1	7	lake	6425	0	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959040828	square	mixed	blueSquares	8	nupi	12789	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959059487	square	mixed	blueSquare2	9	line	8655	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959077702	square	mixed	blueSquare1	10	line	10521	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959089705	square	mixed	redSquare2	11	gule	4649	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959112272	square	mixed	redSquare1	12	nupi	11657	1	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959121879	square	mixed	blueSquare1	13	lake	2255	2	drop
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531959139679	square	mixed	redSquares	14	nupi	8925	2	drop
