iterationName	gameid	time	stimulusHalf	condition	intendedName	trialNum	text	timeFromRoundStart	repetition	eventType
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850369414	square	mixed	redSquares	1	wamu	7473	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850452217	square	mixed	redSquare2	2	keha	8304	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850528599	square	mixed	blueSquares	3	keha	2876	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850539365	square	mixed	redSquare2	4	keha	3269	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850548918	square	mixed	blueSquare1	5	pelu	3153	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850565247	square	mixed	redSquares	6	koki	7895	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850591492	square	mixed	blueSquare2	7	koki	16834	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850608749	square	mixed	blueSquare1	8	pelu	7213	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850617034	square	mixed	redSquare1	9	koki	2621	0	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850632827	square	mixed	blueSquares	10	wamu	4776	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850659920	square	mixed	redSquare1	11	keha	12727	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850685523	square	mixed	blueSquare2	12	wiho	7712	1	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850694239	square	mixed	blueSquares	13	pelu	2298	2	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850718537	square	mixed	blueSquare1	14	gika	11950	2	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850733124	square	mixed	redSquare1	15	pohi	7951	2	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850748484	square	mixed	redSquare2	16	keha	3822	2	drop
experiment2_pilot	2023-c7a6c686-1d54-4940-8481-50f7f445da0f	1531850762234	square	mixed	blueSquare1	17	pohi	2785	3	drop
