iterationName	gameid	time	hilu	popi	momi	goko	lime	hulo	newe	wugo	pala	nuwa	hele	lemo	kuku	kagu	muho	lupu	target	finalRole	eventType
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117590995	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	blueSquare1	speaker	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117594141	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117595219	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	blueSquare2	speaker	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117600124	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	redSquare1	speaker	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117604704	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare2	speaker	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117613483	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	blueSquare2	listener	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117617244	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	redSquare1	listener	postTest_object
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117621035	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare2	listener	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117676220	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	spottedCircle1	listener	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117678723	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	spottedCircle2	listener	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117713646	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	spottedCircle1	speaker	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117715986	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	spottedCircle2	speaker	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117717938	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	stripedCircle1	listener	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117719006	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	stripedCircle1	speaker	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117720594	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	stripedCircle2	listener	postTest_object
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117723916	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false	stripedCircle2	speaker	postTest_object
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117883608	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	speaker	postTest_object
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117885743	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare2	speaker	postTest_object
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117888810	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare1	speaker	postTest_object
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117890959	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare2	speaker	postTest_object
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118042954	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	speaker	postTest_object
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118047001	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare2	speaker	postTest_object
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118054195	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	redSquare1	speaker	postTest_object
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118057241	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare2	speaker	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118520206	false	false	false	false	false	false	true	true	false	false	false	false	false	true	false	true	blueSquare1	listener	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118547400	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	true	blueSquare2	listener	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118550297	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	blueSquare1	speaker	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118551517	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	redSquare1	listener	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118557400	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	blueSquare2	speaker	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118561838	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	redSquare1	speaker	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118563021	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	redSquare2	listener	postTest_object
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118565346	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	redSquare2	speaker	postTest_object
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121292857	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	spottedCircle1	listener	postTest_object
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121296491	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	spottedCircle2	listener	postTest_object
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121298507	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	stripedCircle1	listener	postTest_object
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121302344	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	stripedCircle2	listener	postTest_object
