iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426789370	blueSquare2	2	1	1	1	stripedCircle2	1	1	2	1	redSquare2	2	2	1	2	spottedCircle2	1	2	2	2	spottedCircle2	blueSquare2	1	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426799838	stripedCircle1	2	2	2	1	redSquare2	1	1	2	2	stripedCircle2	2	1	1	2	spottedCircle1	1	2	1	1	spottedCircle1	spottedCircle1	2	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426812646	stripedCircle1	1	2	2	2	redSquare1	2	2	1	1	spottedCircle2	2	1	2	1	blueSquare1	1	1	1	2	blueSquare1	redSquare1	3	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426822289	stripedCircle2	2	1	1	1	spottedCircle2	1	1	2	1	blueSquare2	2	2	2	2	redSquare2	1	2	1	2	redSquare2	spottedCircle2	4	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426832085	stripedCircle2	2	2	2	1	redSquare1	1	2	1	1	spottedCircle2	2	1	1	2	blueSquare2	1	1	2	2	blueSquare2	redSquare1	5	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426842273	stripedCircle2	2	2	2	1	blueSquare2	1	1	2	2	spottedCircle1	2	1	1	2	redSquare1	1	2	1	1	redSquare1	redSquare1	6	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426854128	blueSquare2	2	1	1	2	spottedCircle2	2	2	2	2	spottedCircle1	1	1	1	1	stripedCircle2	1	2	2	1	stripedCircle2	blueSquare2	7	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426866237	spottedCircle1	2	1	1	1	blueSquare2	1	1	1	2	blueSquare1	1	2	2	2	stripedCircle1	2	2	2	1	stripedCircle1	blueSquare2	8	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426879149	spottedCircle1	2	1	1	1	spottedCircle2	2	2	1	2	redSquare2	1	1	2	1	stripedCircle2	1	2	2	2	stripedCircle2	spottedCircle2	9	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426888673	blueSquare2	1	1	1	1	spottedCircle1	2	1	2	1	redSquare1	1	2	1	2	stripedCircle1	2	2	2	2	stripedCircle1	spottedCircle1	10	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426900118	blueSquare1	1	2	1	2	redSquare1	2	2	1	1	stripedCircle2	1	1	2	2	spottedCircle1	2	1	2	1	spottedCircle1	stripedCircle2	11	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426910057	stripedCircle1	1	1	2	1	redSquare1	1	2	1	1	stripedCircle2	2	2	2	2	blueSquare2	2	1	1	2	blueSquare2	stripedCircle2	12	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426918043	stripedCircle1	2	2	1	1	blueSquare1	1	1	2	1	blueSquare2	2	1	1	2	redSquare1	1	2	2	2	redSquare1	blueSquare2	13	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426934082	stripedCircle1	1	2	2	2	blueSquare1	2	1	1	1	stripedCircle2	1	1	1	2	spottedCircle2	2	2	2	1	spottedCircle2	blueSquare1	14	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426947311	spottedCircle2	2	2	2	2	stripedCircle2	1	1	1	1	redSquare2	2	1	2	1	blueSquare1	1	2	1	2	blueSquare1	blueSquare1	15	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426972107	stripedCircle1	2	1	1	1	spottedCircle1	2	2	2	2	blueSquare2	1	1	1	2	redSquare2	1	2	2	1	redSquare2	spottedCircle1	16	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516426987765	redSquare2	2	1	1	1	redSquare1	2	2	2	1	stripedCircle1	1	1	1	2	blueSquare1	1	2	2	2	blueSquare1	blueSquare1	17	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427002057	spottedCircle2	1	1	2	2	blueSquare1	2	2	2	1	blueSquare2	1	2	1	2	redSquare2	2	1	1	1	redSquare2	spottedCircle2	18	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427050258	redSquare1	1	1	1	2	spottedCircle1	2	2	2	1	blueSquare2	2	1	1	1	stripedCircle1	1	2	2	2	stripedCircle1	spottedCircle1	19	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427062238	blueSquare1	2	2	1	2	stripedCircle1	1	2	2	2	spottedCircle2	1	1	2	1	redSquare1	2	1	1	1	redSquare1	blueSquare1	20	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427076462	blueSquare2	1	2	2	1	stripedCircle1	1	1	1	1	redSquare2	2	1	1	2	spottedCircle1	2	2	2	2	spottedCircle1	stripedCircle1	21	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427087360	stripedCircle1	1	1	1	2	redSquare2	1	2	2	1	spottedCircle1	2	2	1	1	blueSquare2	2	1	2	2	blueSquare2	stripedCircle1	22	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427121553	redSquare1	1	2	2	2	blueSquare1	1	1	1	2	stripedCircle2	2	1	1	1	spottedCircle2	2	2	2	1	spottedCircle2	spottedCircle2	23	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427134050	redSquare1	1	1	1	1	blueSquare2	2	1	2	2	spottedCircle1	2	2	2	1	stripedCircle2	1	2	1	2	stripedCircle2	spottedCircle1	24	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427334725	spottedCircle1	2	1	2	2	stripedCircle2	1	2	2	1	redSquare1	1	1	1	1	blueSquare1	2	2	1	2	blueSquare1	redSquare1	25	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427347468	stripedCircle2	1	2	2	1	spottedCircle2	1	1	1	1	redSquare2	2	2	2	2	blueSquare2	2	1	1	2	blueSquare2	spottedCircle2	26	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427357754	blueSquare2	1	2	2	2	spottedCircle1	2	1	1	1	stripedCircle1	1	1	2	1	redSquare2	2	2	1	2	redSquare2	redSquare2	27	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427372739	redSquare1	2	2	2	2	stripedCircle2	2	1	2	1	stripedCircle1	1	2	1	2	spottedCircle1	1	1	1	1	spottedCircle1	spottedCircle1	28	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427383706	blueSquare2	2	2	2	1	stripedCircle1	2	1	2	2	stripedCircle2	1	1	1	1	redSquare1	1	2	1	2	redSquare1	redSquare1	29	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427403618	blueSquare2	1	1	2	2	spottedCircle2	1	2	1	2	redSquare2	2	1	2	1	stripedCircle2	2	2	1	1	stripedCircle2	spottedCircle2	30	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427419388	spottedCircle2	1	2	1	1	blueSquare2	2	1	2	2	redSquare1	1	1	1	2	stripedCircle1	2	2	2	1	stripedCircle1	stripedCircle1	31	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427429747	blueSquare1	2	2	2	1	redSquare2	1	1	1	1	stripedCircle2	2	1	1	2	spottedCircle2	1	2	2	2	spottedCircle2	stripedCircle2	32	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427439736	redSquare2	2	1	2	1	stripedCircle1	1	2	2	2	redSquare1	1	1	1	1	blueSquare2	2	2	1	2	blueSquare2	redSquare2	33	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427451854	blueSquare1	2	1	1	2	spottedCircle2	1	1	2	2	redSquare2	1	2	2	1	stripedCircle2	2	2	1	1	stripedCircle2	stripedCircle2	34	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427465491	blueSquare1	1	1	2	1	blueSquare2	1	2	1	1	stripedCircle1	2	2	2	2	spottedCircle2	2	1	1	2	spottedCircle2	spottedCircle2	35	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427476849	spottedCircle2	1	2	1	1	blueSquare1	1	1	1	2	stripedCircle1	2	1	2	2	redSquare1	2	2	2	1	redSquare1	stripedCircle1	36	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427490646	redSquare1	1	2	2	2	spottedCircle1	2	1	1	2	redSquare2	1	1	1	1	stripedCircle1	2	2	2	1	stripedCircle1	spottedCircle1	37	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427586390	redSquare1	1	2	2	2	redSquare2	2	1	1	1	spottedCircle1	2	2	2	1	blueSquare1	1	1	1	2	blueSquare1	spottedCircle1	38	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427604563	stripedCircle1	2	2	2	2	blueSquare1	2	1	1	1	redSquare1	1	1	1	2	spottedCircle1	1	2	2	1	spottedCircle1	spottedCircle1	39	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427615828	stripedCircle2	2	2	1	2	spottedCircle2	2	1	2	2	blueSquare2	1	2	1	1	redSquare2	1	1	2	1	redSquare2	blueSquare2	40	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427637681	blueSquare1	2	1	1	2	spottedCircle2	1	2	1	1	spottedCircle1	1	1	2	2	stripedCircle1	2	2	2	1	stripedCircle1	blueSquare1	41	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427656249	stripedCircle2	1	1	1	1	redSquare2	2	2	2	1	redSquare1	1	2	2	2	spottedCircle1	2	1	1	2	spottedCircle1	spottedCircle1	42	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427675983	stripedCircle1	2	1	1	1	redSquare1	2	2	2	2	spottedCircle1	1	1	2	1	blueSquare2	1	2	1	2	blueSquare2	blueSquare2	43	true	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427686345	stripedCircle1	2	1	2	1	blueSquare2	1	2	2	2	blueSquare1	2	2	1	2	redSquare2	1	1	1	1	redSquare2	blueSquare2	44	false	intermediateOnly	basic	clickedObj
experiment1	0534-8ab31860-c279-4d7e-b33b-04c6c4928b5b	1516427704238	spottedCircle1	1	1	1	2	redSquare1	1	2	1	1	spottedCircle2	2	2	2	2	stripedCircle2	2	1	2	1	stripedCircle2	stripedCircle2	45	true	intermediateOnly	basic	clickedObj
