iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427035994	stripedCircle1	2	2	2	1	spottedCircle1	1	2	1	2	stripedCircle2	1	1	1	1	spottedCircle2	2	1	2	2	spottedCircle2	spottedCircle1	1	false	mixedLower	sub	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427074099	redSquare2	2	1	1	2	stripedCircle2	1	2	2	2	spottedCircle1	1	1	2	1	blueSquare1	2	2	1	1	blueSquare1	stripedCircle2	2	false	mixedLower	basic	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427162889	stripedCircle1	2	1	1	1	blueSquare2	2	2	2	2	spottedCircle2	1	2	2	1	stripedCircle2	1	1	1	2	stripedCircle2	stripedCircle1	3	false	mixedLower	sub	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427197371	blueSquare2	1	2	1	1	stripedCircle2	2	2	2	2	redSquare1	1	1	2	1	stripedCircle1	2	1	1	2	stripedCircle1	redSquare1	4	false	mixedLower	sub	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427237604	redSquare1	2	2	1	2	redSquare2	1	1	2	1	stripedCircle1	1	2	2	2	spottedCircle1	2	1	1	1	spottedCircle1	redSquare2	5	false	mixedLower	basic	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427281540	stripedCircle1	2	2	1	2	stripedCircle2	1	2	2	2	redSquare1	1	1	1	1	spottedCircle2	2	1	2	1	spottedCircle2	stripedCircle2	6	false	mixedLower	basic	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427321227	spottedCircle2	2	1	2	2	redSquare1	1	2	1	1	stripedCircle2	1	1	1	2	redSquare2	2	2	2	1	redSquare2	stripedCircle2	7	false	mixedLower	sub	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427349215	stripedCircle1	2	1	2	1	redSquare2	2	2	1	2	blueSquare2	1	1	1	1	redSquare1	1	2	2	2	redSquare1	blueSquare2	8	false	mixedLower	sub	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427380760	spottedCircle1	1	2	1	2	spottedCircle2	2	2	2	1	blueSquare2	1	1	2	2	stripedCircle2	2	1	1	1	stripedCircle2	spottedCircle2	9	false	mixedLower	basic	clickedObj
experiment1	1166-41f38389-fbf6-4b47-bae0-f1c85b55d97a	1516427407953	redSquare1	2	2	1	1	stripedCircle1	2	1	1	2	redSquare2	1	1	2	2	blueSquare2	1	2	2	1	blueSquare2	stripedCircle1	10	false	mixedLower	basic	clickedObj
