iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426409556	stripedCircle1	1	1	1	1	redSquare2	2	2	1	2	spottedCircle1	1	2	2	2	spottedCircle2	2	1	2	1	spottedCircle2	spottedCircle2	1	true	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426439874	redSquare2	1	2	1	1	spottedCircle1	1	1	1	2	blueSquare1	2	1	2	2	redSquare1	2	2	2	1	redSquare1	spottedCircle1	2	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426465926	blueSquare2	1	2	1	1	stripedCircle2	1	1	2	1	spottedCircle2	2	1	2	2	blueSquare1	2	2	1	2	blueSquare1	stripedCircle2	3	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426486736	blueSquare2	1	2	2	2	spottedCircle1	2	1	1	1	redSquare1	1	1	2	1	redSquare2	2	2	1	2	redSquare2	blueSquare2	4	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426504783	spottedCircle2	1	1	2	1	blueSquare2	2	2	1	2	stripedCircle1	1	2	1	1	stripedCircle2	2	1	2	2	stripedCircle2	stripedCircle1	5	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426528350	stripedCircle2	1	2	1	2	blueSquare1	2	2	1	1	stripedCircle1	2	1	2	2	blueSquare2	1	1	2	1	blueSquare2	stripedCircle1	6	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426546118	spottedCircle2	2	2	2	2	redSquare1	2	1	2	1	blueSquare2	1	1	1	1	spottedCircle1	1	2	1	2	spottedCircle1	redSquare1	7	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426561238	redSquare1	1	2	2	1	stripedCircle2	1	1	2	2	spottedCircle2	2	2	1	2	stripedCircle1	2	1	1	1	stripedCircle1	stripedCircle1	8	true	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426576745	blueSquare2	1	2	2	2	spottedCircle1	2	1	2	1	stripedCircle1	1	1	1	2	blueSquare1	2	2	1	1	blueSquare1	blueSquare1	9	true	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426588758	spottedCircle1	2	2	1	1	stripedCircle1	2	1	2	2	blueSquare1	1	1	2	1	blueSquare2	1	2	1	2	blueSquare2	blueSquare1	10	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426601809	spottedCircle1	2	2	2	1	redSquare1	1	2	1	2	stripedCircle1	2	1	2	2	stripedCircle2	1	1	1	1	stripedCircle2	spottedCircle1	11	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426613592	redSquare2	1	1	2	1	redSquare1	2	2	2	2	spottedCircle2	1	2	1	2	spottedCircle1	2	1	1	1	spottedCircle1	redSquare1	12	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426623465	spottedCircle1	2	2	1	2	spottedCircle2	1	2	1	1	redSquare2	1	1	2	2	redSquare1	2	1	2	1	redSquare1	spottedCircle1	13	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426634645	spottedCircle2	2	1	1	1	blueSquare1	2	2	1	2	stripedCircle2	1	1	2	2	stripedCircle1	1	2	2	1	stripedCircle1	stripedCircle1	14	true	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426644927	stripedCircle1	1	2	2	2	redSquare1	2	1	2	1	spottedCircle2	2	2	1	1	redSquare2	1	1	1	2	redSquare2	redSquare2	15	true	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426666127	spottedCircle1	2	1	1	2	stripedCircle2	1	2	2	1	stripedCircle1	2	2	2	2	spottedCircle2	1	1	1	1	spottedCircle2	spottedCircle1	16	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426677745	redSquare2	2	2	2	1	blueSquare1	2	1	1	2	spottedCircle2	1	2	1	1	redSquare1	1	1	2	2	redSquare1	blueSquare1	17	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426691398	blueSquare2	1	1	1	1	redSquare2	2	1	1	2	spottedCircle1	1	2	2	2	spottedCircle2	2	2	2	1	spottedCircle2	blueSquare2	18	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426704550	spottedCircle2	2	2	1	1	redSquare2	1	1	1	2	stripedCircle1	1	2	2	1	spottedCircle1	2	1	2	2	spottedCircle1	stripedCircle1	19	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426724528	spottedCircle2	2	1	2	1	blueSquare2	1	2	2	2	redSquare2	2	2	1	2	blueSquare1	1	1	1	1	blueSquare1	blueSquare2	20	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426743774	redSquare1	2	1	1	2	redSquare2	1	1	2	1	stripedCircle1	1	2	1	1	stripedCircle2	2	2	2	2	stripedCircle2	stripedCircle1	21	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426764582	redSquare1	1	1	1	2	spottedCircle2	1	2	2	1	stripedCircle2	2	2	2	2	stripedCircle1	2	1	1	1	stripedCircle1	stripedCircle2	22	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426779815	blueSquare2	2	1	1	2	blueSquare1	1	2	2	2	redSquare1	1	1	2	1	redSquare2	2	2	1	1	redSquare2	blueSquare2	23	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426794246	blueSquare1	1	2	2	1	spottedCircle1	2	1	2	2	stripedCircle2	2	2	1	1	blueSquare2	1	1	1	2	blueSquare2	spottedCircle1	24	false	subOnly	sub	clickedObj
experiment1	7051-aaecf0de-4532-40ff-bbb9-9a2929417cc7	1516426807356	redSquare1	1	1	2	1	stripedCircle2	2	1	1	2	spottedCircle2	2	2	2	2	spottedCircle1	1	2	1	1	spottedCircle1	spottedCircle2	25	false	subOnly	sub	clickedObj
