iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424610752	stripedCircle2	2	1	1	1	blueSquare2	1	1	2	2	stripedCircle1	2	2	2	1	redSquare1	1	2	1	2	redSquare1	stripedCircle1	1	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424657582	redSquare2	1	1	2	1	spottedCircle2	2	2	1	2	blueSquare2	2	1	2	2	stripedCircle1	1	2	1	1	stripedCircle1	stripedCircle1	2	true	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424689161	redSquare2	2	1	2	2	redSquare1	2	2	1	2	stripedCircle2	1	2	1	1	blueSquare2	1	1	2	1	blueSquare2	stripedCircle2	3	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424722863	blueSquare2	2	2	2	1	redSquare2	1	1	2	2	stripedCircle1	1	2	1	1	spottedCircle2	2	1	1	2	spottedCircle2	redSquare2	4	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424739153	stripedCircle2	2	2	1	1	redSquare1	2	1	1	2	blueSquare1	1	1	2	1	spottedCircle1	1	2	2	2	spottedCircle1	stripedCircle2	5	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424803572	spottedCircle2	1	1	2	2	blueSquare1	2	1	2	1	stripedCircle1	1	2	1	2	redSquare2	2	2	1	1	redSquare2	blueSquare1	6	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424829546	spottedCircle2	2	1	2	1	blueSquare2	1	2	1	2	redSquare2	2	2	1	1	stripedCircle2	1	1	2	2	stripedCircle2	stripedCircle2	7	true	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424861078	spottedCircle1	1	2	2	2	stripedCircle1	2	1	1	1	redSquare1	2	2	2	1	blueSquare1	1	1	1	2	blueSquare1	blueSquare1	8	true	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424879983	redSquare2	1	2	2	2	blueSquare1	2	2	2	1	stripedCircle2	2	1	1	2	spottedCircle1	1	1	1	1	spottedCircle1	stripedCircle2	9	false	intermediateOnly	basic	clickedObj
experiment1	9856-4b5177c3-815a-4736-9100-7eb86577284b	1516424921564	blueSquare2	1	2	1	1	spottedCircle2	1	1	2	1	stripedCircle1	2	1	1	2	redSquare1	2	2	2	2	redSquare1	stripedCircle1	10	false	intermediateOnly	basic	clickedObj
