iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420376298	stripedCircle1	1	2	2	2	redSquare1	1	1	2	1	blueSquare2	2	1	1	2	blueSquare1	2	2	1	1	blueSquare1	blueSquare1	1	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420408241	spottedCircle1	2	2	1	1	blueSquare2	1	1	1	2	redSquare2	2	1	2	1	spottedCircle2	1	2	2	2	spottedCircle2	spottedCircle2	2	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420471072	redSquare1	2	2	2	1	stripedCircle2	2	1	2	2	blueSquare2	1	2	1	1	stripedCircle1	1	1	1	2	stripedCircle1	stripedCircle1	3	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420546751	blueSquare2	2	2	2	2	blueSquare1	2	1	1	2	spottedCircle2	1	1	1	1	spottedCircle1	1	2	2	1	spottedCircle1	spottedCircle1	4	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420561732	spottedCircle1	1	2	2	1	redSquare2	1	1	1	2	stripedCircle2	2	2	2	2	redSquare1	2	1	1	1	redSquare1	spottedCircle1	5	false	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420611251	redSquare1	1	1	1	1	blueSquare1	1	2	2	1	spottedCircle1	2	2	1	2	redSquare2	2	1	2	2	redSquare2	redSquare2	6	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420654158	blueSquare1	2	1	1	2	spottedCircle1	1	2	1	1	redSquare2	2	2	2	2	blueSquare2	1	1	2	1	blueSquare2	blueSquare2	7	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420692538	stripedCircle1	1	1	2	1	spottedCircle1	2	1	2	2	redSquare1	2	2	1	2	stripedCircle2	1	2	1	1	stripedCircle2	stripedCircle2	8	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420712884	spottedCircle2	2	2	1	1	redSquare1	1	2	1	2	stripedCircle2	2	1	2	1	redSquare2	1	1	2	2	redSquare2	redSquare2	9	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420733994	stripedCircle2	1	2	2	2	redSquare2	2	2	1	1	blueSquare1	1	1	2	1	stripedCircle1	2	1	1	2	stripedCircle1	blueSquare1	10	false	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420761520	spottedCircle2	1	2	1	1	stripedCircle2	2	1	2	2	redSquare2	2	2	2	1	spottedCircle1	1	1	1	2	spottedCircle1	spottedCircle1	11	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420793443	blueSquare1	1	2	1	2	spottedCircle1	2	2	1	1	redSquare2	1	1	2	1	blueSquare2	2	1	2	2	blueSquare2	blueSquare1	12	false	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420884676	redSquare2	1	2	1	1	blueSquare2	2	1	2	1	spottedCircle1	1	1	2	2	spottedCircle2	2	2	1	2	spottedCircle2	blueSquare2	13	false	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420925147	spottedCircle1	2	1	1	2	stripedCircle1	1	1	1	1	blueSquare2	1	2	2	2	stripedCircle2	2	2	2	1	stripedCircle2	stripedCircle2	14	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420962463	blueSquare2	1	2	1	2	stripedCircle2	2	1	2	1	redSquare2	1	1	2	2	redSquare1	2	2	1	1	redSquare1	redSquare2	15	false	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516420981479	blueSquare2	1	2	1	1	spottedCircle2	1	1	2	2	stripedCircle2	2	1	1	2	blueSquare1	2	2	2	1	blueSquare1	blueSquare1	16	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516421001301	blueSquare1	2	1	2	2	stripedCircle2	1	2	1	2	stripedCircle1	2	2	2	1	blueSquare2	1	1	1	1	blueSquare2	blueSquare2	17	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516421029395	stripedCircle1	2	1	1	1	spottedCircle2	1	1	1	2	blueSquare2	1	2	2	1	blueSquare1	2	2	2	2	blueSquare1	blueSquare1	18	true	subOnly	sub	clickedObj
experiment1	6709-3689f73c-d93a-4405-9b3b-936ca423289e	1516421061804	stripedCircle2	1	1	2	2	redSquare2	2	1	2	1	blueSquare1	2	2	1	1	redSquare1	1	2	1	2	redSquare1	redSquare2	19	false	subOnly	sub	clickedObj
