iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483329973	redSquare1	1	2	2	2	stripedCircle1	1	1	1	2	stripedCircle2	2	1	1	1	blueSquare1	2	2	2	1	blueSquare1	stripedCircle2	1	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483355284	blueSquare1	2	1	1	1	stripedCircle2	2	2	2	1	redSquare2	1	1	1	2	spottedCircle1	1	2	2	2	spottedCircle1	blueSquare1	2	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483376133	blueSquare2	2	1	2	2	spottedCircle1	1	1	2	1	redSquare1	2	2	1	1	stripedCircle2	1	2	1	2	stripedCircle2	stripedCircle2	3	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483402051	blueSquare1	1	2	2	1	stripedCircle1	2	2	1	1	redSquare2	1	1	1	2	spottedCircle2	2	1	2	2	spottedCircle2	spottedCircle2	4	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483422252	redSquare1	1	1	2	1	spottedCircle1	2	1	1	2	blueSquare1	2	2	2	2	stripedCircle1	1	2	1	1	stripedCircle1	spottedCircle1	5	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483447920	blueSquare2	1	1	1	2	stripedCircle2	2	1	2	2	spottedCircle2	2	2	1	1	redSquare2	1	2	2	1	redSquare2	blueSquare2	6	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483460158	spottedCircle1	2	2	2	1	stripedCircle1	2	1	1	2	blueSquare2	1	2	2	2	redSquare1	1	1	1	1	redSquare1	redSquare1	7	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483480436	spottedCircle1	2	2	1	2	stripedCircle2	1	1	1	1	redSquare1	1	2	2	1	blueSquare2	2	1	2	2	blueSquare2	spottedCircle1	8	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483494389	redSquare2	2	2	1	1	stripedCircle1	1	2	2	1	spottedCircle1	1	1	2	2	blueSquare1	2	1	1	2	blueSquare1	blueSquare1	9	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483508927	stripedCircle1	1	2	1	1	redSquare1	1	1	1	2	redSquare2	2	2	2	1	spottedCircle2	2	1	2	2	spottedCircle2	spottedCircle2	10	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483527630	spottedCircle2	1	1	1	2	blueSquare2	1	2	2	2	blueSquare1	2	2	2	1	redSquare1	2	1	1	1	redSquare1	redSquare1	11	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483542192	spottedCircle1	1	1	1	2	redSquare2	1	2	2	1	redSquare1	2	1	1	1	stripedCircle2	2	2	2	2	stripedCircle2	stripedCircle2	12	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483568940	blueSquare2	1	1	1	2	stripedCircle2	1	2	1	1	redSquare1	2	2	2	1	spottedCircle1	2	1	2	2	spottedCircle1	stripedCircle2	13	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483585556	redSquare1	2	2	1	2	stripedCircle1	1	2	2	1	spottedCircle1	2	1	2	2	blueSquare2	1	1	1	1	blueSquare2	redSquare1	14	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483602990	redSquare1	2	2	2	2	spottedCircle2	1	1	2	1	redSquare2	1	2	1	1	stripedCircle1	2	1	1	2	stripedCircle1	redSquare1	15	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483622292	spottedCircle2	1	2	1	1	blueSquare1	1	1	2	2	spottedCircle1	2	1	2	1	redSquare2	2	2	1	2	redSquare2	spottedCircle2	16	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483635435	redSquare2	2	1	1	1	stripedCircle1	2	2	2	2	blueSquare1	1	1	2	1	spottedCircle1	1	2	1	2	spottedCircle1	blueSquare1	17	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483662420	stripedCircle2	1	1	2	1	redSquare1	2	1	1	2	stripedCircle1	1	2	2	2	blueSquare2	2	2	1	1	blueSquare2	blueSquare2	18	true	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483680163	blueSquare2	2	2	2	2	spottedCircle2	2	1	1	1	stripedCircle1	1	2	2	1	redSquare2	1	1	1	2	redSquare2	spottedCircle2	19	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483701109	redSquare2	1	2	1	1	stripedCircle2	2	2	2	1	spottedCircle2	2	1	1	2	blueSquare1	1	1	2	2	blueSquare1	redSquare2	20	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483717391	blueSquare1	1	2	2	1	blueSquare2	1	1	1	1	spottedCircle2	2	2	2	2	redSquare1	2	1	1	2	redSquare1	spottedCircle2	21	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483742291	redSquare1	2	1	1	2	spottedCircle1	1	2	2	1	blueSquare2	2	2	1	1	stripedCircle1	1	1	2	2	stripedCircle1	spottedCircle1	22	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483764699	stripedCircle2	1	2	1	2	blueSquare2	2	1	2	1	stripedCircle1	1	1	2	2	spottedCircle2	2	2	1	1	spottedCircle2	blueSquare2	23	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483788766	spottedCircle2	2	2	1	2	redSquare1	2	1	2	1	redSquare2	1	2	1	1	stripedCircle2	1	1	2	2	stripedCircle2	redSquare1	24	false	intermediateOnly	basic	clickedObj
experiment1	8512-b7a99bb1-382b-4ef1-8923-16749d098147	1516483806887	redSquare2	1	2	1	1	blueSquare2	2	2	1	2	stripedCircle1	1	1	2	2	spottedCircle1	2	1	2	1	spottedCircle1	blueSquare2	25	false	intermediateOnly	basic	clickedObj
