iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516429939171	redSquare1	2	2	1	2	stripedCircle1	1	2	2	2	blueSquare1	1	1	1	1	blueSquare2	2	1	2	1	blueSquare2	redSquare1	1	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516429963617	spottedCircle1	2	1	2	1	stripedCircle1	1	1	1	2	blueSquare2	1	2	2	2	stripedCircle2	2	2	1	1	stripedCircle2	stripedCircle2	2	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516429978924	stripedCircle1	2	2	2	2	redSquare1	2	1	1	1	spottedCircle1	1	1	1	2	redSquare2	1	2	2	1	redSquare2	redSquare2	3	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430009455	blueSquare1	2	2	1	1	spottedCircle1	1	1	1	2	stripedCircle1	1	2	2	2	spottedCircle2	2	1	2	1	spottedCircle2	spottedCircle2	4	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430029424	spottedCircle1	2	2	1	2	redSquare2	2	1	2	2	blueSquare1	1	2	2	1	redSquare1	1	1	1	1	redSquare1	spottedCircle1	5	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430048245	blueSquare2	1	2	1	1	stripedCircle2	2	2	2	1	redSquare1	2	1	2	2	blueSquare1	1	1	1	2	blueSquare1	blueSquare1	6	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430073039	spottedCircle2	1	1	2	1	stripedCircle2	2	1	2	2	redSquare2	2	2	1	2	spottedCircle1	1	2	1	1	spottedCircle1	spottedCircle2	7	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430091228	stripedCircle2	2	1	2	2	spottedCircle1	1	1	1	1	blueSquare2	2	2	1	2	stripedCircle1	1	2	2	1	stripedCircle1	stripedCircle1	8	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430104457	spottedCircle1	2	2	2	2	stripedCircle1	1	1	1	1	redSquare2	1	2	1	2	stripedCircle2	2	1	2	1	stripedCircle2	stripedCircle2	9	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430130037	redSquare1	1	2	1	1	redSquare2	2	2	2	2	stripedCircle2	1	1	1	2	stripedCircle1	2	1	2	1	stripedCircle1	stripedCircle1	10	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430143621	blueSquare1	2	2	2	2	redSquare2	1	1	1	1	spottedCircle2	2	1	1	2	redSquare1	1	2	2	1	redSquare1	blueSquare1	11	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430165994	spottedCircle1	2	1	2	2	stripedCircle2	1	2	2	1	redSquare2	1	1	1	2	spottedCircle2	2	2	1	1	spottedCircle2	spottedCircle1	12	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430200105	blueSquare1	2	2	1	2	stripedCircle2	1	2	1	1	redSquare1	1	1	2	2	blueSquare2	2	1	2	1	blueSquare2	stripedCircle2	13	false	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430217377	blueSquare2	2	2	2	1	spottedCircle2	1	1	2	2	redSquare2	2	1	1	1	blueSquare1	1	2	1	2	blueSquare1	blueSquare1	14	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430237972	redSquare1	2	2	1	2	blueSquare2	1	2	2	1	stripedCircle2	1	1	1	1	redSquare2	2	1	2	2	redSquare2	redSquare2	15	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430250760	spottedCircle2	1	2	2	1	stripedCircle2	2	2	1	2	stripedCircle1	2	1	2	2	spottedCircle1	1	1	1	1	spottedCircle1	spottedCircle1	16	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430267641	redSquare2	1	2	2	1	spottedCircle2	1	1	2	2	stripedCircle1	2	2	1	2	stripedCircle2	2	1	1	1	stripedCircle2	stripedCircle2	17	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430282433	stripedCircle1	1	1	2	1	redSquare1	2	1	2	2	spottedCircle1	2	2	1	2	redSquare2	1	2	1	1	redSquare2	redSquare2	18	true	subOnly	sub	clickedObj
experiment1	8811-d5d6023f-82f8-4c12-8509-b91d4c20acd7	1516430311222	stripedCircle2	1	1	1	2	blueSquare1	2	2	2	1	blueSquare2	1	2	2	2	stripedCircle1	2	1	1	1	stripedCircle1	stripedCircle1	19	true	subOnly	sub	clickedObj
