iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480676196	false	false	false	false	false	false	false	true	hipi	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480681546	true	false	false	false	false	false	false	false	gewe	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480684155	false	false	false	true	false	false	false	false	mago	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480688683	false	false	false	false	false	false	false	true	kolo	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480691397	false	false	false	false	false	false	false	true	hipi	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480691947	false	false	false	false	false	false	true	false	kamo	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480693922	true	false	false	false	false	false	false	false	gewe	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480696085	false	false	false	true	false	false	false	false	mago	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480696674	false	true	false	false	false	false	false	false	gume	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480698861	false	false	false	false	false	true	false	false	kolo	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480700876	false	false	false	false	true	false	false	false	kamo	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480702771	false	false	false	false	true	false	false	false	keko	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480703526	false	true	false	false	false	false	false	false	gume	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480706040	false	false	false	false	false	false	true	false	keko	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480706523	false	false	false	false	false	false	true	false	wugi	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480708092	false	false	false	false	false	false	false	true	wugi	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480709901	false	false	false	false	false	true	false	false	lipa	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480710321	false	false	false	false	true	false	false	false	lipa	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480712581	false	false	false	false	false	true	false	false	heku	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480714747	false	false	false	false	false	true	false	false	wowi	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480714955	false	false	false	false	true	false	false	false	heku	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480717179	false	false	false	false	false	true	false	false	lana	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480718339	false	false	false	false	false	false	false	true	wowi	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480719567	false	false	false	false	true	false	false	false	pohi	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480720900	false	false	false	false	false	true	false	false	lana	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480721893	false	false	false	false	false	true	false	false	lohu	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480723300	false	false	false	false	false	true	false	false	pohi	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480724183	false	false	true	false	false	false	false	false	nuge	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480725636	false	false	false	false	false	false	false	true	lohu	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480726600	false	false	false	false	false	false	true	false	humu	speaker	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480729092	false	false	true	false	false	false	false	false	nuge	listener	postTest_word
experiment1	6836-d28e01c3-0347-49b6-99ec-d811ed2d108e	1516480733772	false	false	false	false	false	false	false	true	humu	listener	postTest_word
