iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484955224	false	false	false	true	false	false	false	false	ligu	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484966827	false	false	false	false	false	false	true	false	guga	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484971958	true	false	false	false	false	false	false	false	goku	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484978623	false	false	false	false	false	false	false	false	winu	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484995118	false	false	false	false	false	true	false	false	pelo	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516484996265	false	false	true	true	false	false	false	false	ligu	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485000591	false	false	false	false	true	false	false	false	keka	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485000830	false	false	false	false	false	false	true	false	guga	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485005690	true	true	false	false	false	false	false	false	goku	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485008429	false	false	false	false	false	true	false	false	muwa	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485008465	false	false	false	false	false	false	false	false	winu	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485010899	false	false	false	false	false	false	false	false	hane	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485011965	false	false	false	false	false	false	false	false	pelo	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485013479	false	false	false	false	false	false	false	false	wope	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485015341	false	false	false	false	true	false	false	false	keka	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485015599	false	false	false	false	false	false	false	false	neme	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485017669	false	false	false	false	false	false	false	false	heni	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485018177	false	false	false	false	false	true	false	false	muwa	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485019883	false	false	false	false	false	false	false	false	meki	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485020316	false	false	false	false	false	false	false	false	hane	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485022287	false	false	false	false	false	false	false	false	powo	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485025695	false	false	false	false	false	false	false	false	wuho	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485027773	false	false	false	false	false	false	false	false	koge	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485030747	false	false	false	false	false	false	false	true	mogi	speaker	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485032532	false	false	false	false	false	false	false	false	wope	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485035464	false	false	false	false	false	false	false	false	neme	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485038227	false	false	false	false	false	false	false	false	heni	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485040715	false	false	false	false	false	false	false	false	meki	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485043853	false	false	false	false	false	false	false	false	powo	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485046101	false	false	false	false	false	false	false	false	wuho	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485049844	false	false	false	false	false	false	false	false	koge	listener	postTest_word
experiment1	2935-9a21fc71-b31c-46f4-9a6d-edc916bc75c5	1516485055744	false	false	false	false	false	false	false	true	mogi	listener	postTest_word
