iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487168649	false	false	false	false	false	false	false	false	nuli	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487173571	false	false	false	false	false	false	false	false	neku	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487175679	false	false	false	false	false	false	false	false	niwo	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487192220	false	false	false	false	true	false	false	false	kuka	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487195095	false	false	false	false	false	false	false	false	mano	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487196606	false	false	false	false	false	false	false	false	nuli	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487199205	false	false	false	false	false	false	false	false	neku	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487201932	false	false	false	false	false	false	false	false	niwo	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487203946	false	false	false	false	false	false	true	false	lana	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487204886	false	false	false	false	false	false	true	false	kuka	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487207407	false	false	false	false	false	false	false	false	mano	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487209977	false	false	false	false	false	false	false	false	lana	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487225682	false	false	false	false	false	true	false	false	lige	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487228667	false	false	false	false	false	false	false	false	geha	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487237219	false	false	false	false	false	true	false	false	keko	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487246172	false	false	false	false	false	false	false	true	kihe	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487261931	true	false	false	false	false	false	false	false	hepo	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487270798	false	false	false	true	false	false	false	false	hugi	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487280511	false	false	false	false	false	false	false	true	hipu	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487284360	false	false	false	false	false	true	false	false	lige	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487287117	false	false	false	false	false	false	false	false	geha	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487289672	false	false	false	false	false	false	false	false	pupa	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487289686	false	false	true	false	false	false	false	false	keko	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487292837	false	false	false	false	false	false	false	false	kihe	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487295505	false	false	true	false	false	false	false	false	hepo	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487297308	false	true	false	false	false	false	false	false	wegu	speaker	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487297583	false	false	false	true	false	false	false	false	hugi	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487300113	false	false	false	false	false	false	false	false	hipu	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487302811	false	false	false	false	false	false	false	false	pupa	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487305332	false	false	false	false	false	false	false	false	wegu	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487307813	false	false	false	false	false	false	false	false	lehu	listener	postTest_word
experiment1	2506-1f9cf6c0-9389-429f-b155-e35d1397c5bd	1516487310892	false	false	false	false	false	false	false	false	lehu	speaker	postTest_word
