iterationName	gameid	time	stimulusHalf	condition	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872680933	circle	mixed	false	false	true	true	wemi	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872683633	circle	mixed	true	false	false	false	nuwi	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872686330	circle	mixed	false	false	true	false	gige	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872691540	circle	mixed	true	true	false	false	moho	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872696289	circle	mixed	true	false	false	true	naha	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872700818	circle	mixed	false	true	false	false	mehu	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872704473	circle	mixed	false	false	false	true	kimo	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872707488	circle	mixed	false	true	false	true	lela	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872710878	circle	mixed	true	false	true	false	halu	listener	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872725240	circle	mixed	true	false	false	false	nuwi	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872730703	circle	mixed	false	false	false	true	kimo	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872737791	circle	mixed	false	true	false	false	mehu	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872745406	circle	mixed	false	false	true	true	wemi	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872756735	circle	mixed	true	true	true	true	naha	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872765142	circle	mixed	true	true	false	false	moho	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872769844	circle	mixed	false	true	true	true	halu	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872773257	circle	mixed	true	false	true	true	lela	speaker	postTest_word
experiment2_pilot	0488-a2ddc148-641f-4ac7-a987-1b3a07c5e2e5	1531872783234	circle	mixed	false	false	true	false	gige	speaker	postTest_word
