iterationName	gameid	time	stimulusHalf	condition	blueSquare1	blueSquare2	redSquare1	redSquare2	target	finalRole	eventType
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959421017	square	mixed	false	false	true	false	leku	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959423337	square	mixed	false	false	false	false	welo	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959426157	square	mixed	false	false	false	false	gole	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959429433	square	mixed	true	true	false	false	hahi	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959429653	square	mixed	true	true	false	false	hahi	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959431427	square	mixed	false	false	true	true	heko	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959434457	square	mixed	false	false	false	true	lola	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959435269	square	mixed	true	false	true	false	gole	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959437137	square	mixed	false	true	false	false	kemo	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959441941	square	mixed	false	true	false	true	nipu	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959444061	square	mixed	true	false	false	false	mopa	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959445322	square	mixed	true	false	false	false	mopa	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959448109	square	mixed	false	false	true	true	heko	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959449592	square	mixed	false	false	false	false	nipu	speaker	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959451165	square	mixed	false	false	true	false	leku	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959456357	square	mixed	true	false	false	true	welo	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959458846	square	mixed	false	true	false	false	kemo	listener	postTest_word
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531959461693	square	mixed	false	false	false	true	lola	listener	postTest_word
