iterationName	gameid	time	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117666621	true	false	false	false	lome	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117668670	false	true	false	false	powi	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117673322	false	false	true	true	kigo	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117676638	false	false	true	false	moga	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117680830	true	false	false	false	lewe	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117683318	false	true	false	false	gele	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117686757	false	false	true	true	wana	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117689045	false	true	true	false	malu	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117692347	false	false	false	true	nuli	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117694620	true	false	false	false	hupa	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117696972	true	true	false	false	mepi	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117699162	true	false	false	false	kola	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117702885	false	false	true	false	gake	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117705006	false	false	true	true	goni	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117707011	false	true	false	false	lama	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117709113	true	false	false	false	halo	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117728906	false	false	false	false	lome	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117731475	false	false	false	false	powi	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117738467	false	false	false	false	kigo	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117740611	false	false	false	false	moga	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117744569	false	false	true	true	lewe	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117751210	true	true	false	false	gele	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117753562	false	false	false	false	wana	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117758659	true	false	false	false	malu	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117763612	false	false	true	true	nuli	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117767906	true	true	false	false	hupa	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117771498	false	false	false	false	mepi	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117774443	false	true	false	false	kola	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117776651	false	false	false	false	gake	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117779204	false	false	false	false	goni	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117781747	false	false	false	false	lama	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117787283	true	true	false	false	halo	listener	postTest_word
