iterationName	gameid	time	stimulusHalf	condition	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	target	finalRole	eventType
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872261992	circle	mixed	false	false	true	false	gehe	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872264320	circle	mixed	false	true	false	false	huwe	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872266389	circle	mixed	true	false	false	false	nege	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872270545	circle	mixed	true	true	false	false	mape	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872270620	circle	mixed	true	true	false	false	mape	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872273340	circle	mixed	false	false	false	true	hiku	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872273357	circle	mixed	false	false	false	true	heko	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872276095	circle	mixed	false	false	true	false	halo	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872277631	circle	mixed	true	false	true	false	huwe	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872279045	circle	mixed	true	true	false	false	heko	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872281099	circle	mixed	false	false	false	true	mupa	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872281321	circle	mixed	false	false	false	true	nege	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872284221	circle	mixed	false	false	true	true	game	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872284590	circle	mixed	false	true	false	false	game	speaker	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872288329	circle	mixed	true	false	false	true	mupa	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872291408	circle	mixed	false	true	false	false	hiku	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872295196	circle	mixed	false	true	true	false	gehe	listener	postTest_word
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531872297386	circle	mixed	false	false	true	false	halo	listener	postTest_word
