iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848023153	circle	mixed	spottedCircle1	2	1	2	1	stripedCircle1	2	2	1	1	stripedCircle2	1	1	2	2	spottedCircle2	1	2	1	2	spottedCircle2	stripedCircle1	1	false	0	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848061679	circle	mixed	stripedCircle2	2	2	2	2	spottedCircle2	1	1	1	2	spottedCircle1	2	1	1	1	stripedCircle1	1	2	2	1	stripedCircle1	spottedCircle1	2	false	0	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848090467	circle	mixed	stripedCircle1	2	1	1	2	spottedCircle2	1	2	2	1	spottedCircle1	2	2	1	1	stripedCircle2	1	1	2	2	stripedCircle2	stripedCircle2	3	true	0	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848121818	circle	mixed	stripedCircle1	1	2	2	2	stripedCircle2	2	2	1	1	spottedCircle1	2	1	2	1	spottedCircle2	1	1	1	2	spottedCircles	spottedCircle1	4	false	0	set	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848144356	circle	mixed	spottedCircle2	2	2	2	1	stripedCircle1	2	1	1	1	stripedCircle2	1	1	1	2	spottedCircle1	1	2	2	2	spottedCircle1	stripedCircle1	5	false	0	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848171368	circle	mixed	spottedCircle1	1	1	2	2	spottedCircle2	2	1	1	1	stripedCircle1	2	2	2	1	stripedCircle2	1	2	1	2	stripedCircles	spottedCircle1,spottedCircle2	6	false	0	set	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848200755	circle	mixed	spottedCircle1	2	1	1	2	stripedCircle2	2	2	1	1	stripedCircle1	1	2	2	1	spottedCircle2	1	1	2	2	spottedCircle2	stripedCircle1	7	false	1	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848222559	circle	mixed	stripedCircle2	1	1	1	1	stripedCircle1	1	2	2	2	spottedCircle1	2	1	2	1	spottedCircle2	2	2	1	2	spottedCircles	stripedCircle1	8	false	1	set	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848248975	circle	mixed	stripedCircle1	1	2	2	1	spottedCircle1	2	1	1	1	spottedCircle2	1	1	1	2	stripedCircle2	2	2	2	2	stripedCircle2	stripedCircle2	9	true	1	singleton	clickedObj
experiment2_pilot	1651-acffe01b-d16b-4eff-b0bd-384dfe86bccb	1531848268879	circle	mixed	spottedCircle2	1	1	2	1	stripedCircle2	2	1	2	2	stripedCircle1	2	2	1	1	spottedCircle1	1	2	1	2	spottedCircle1	spottedCircle1,spottedCircle2	10	false	1	singleton	clickedObj
