iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958493534	square	mixed	redSquare1	1	1	1	2	blueSquare2	2	1	1	1	blueSquare1	2	2	2	2	redSquare2	1	2	2	1	redSquare2	blueSquare2	1	false	0	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958517079	square	mixed	blueSquare2	2	1	2	1	blueSquare1	2	2	2	2	redSquare1	1	1	1	2	redSquare2	1	2	1	1	redSquares	redSquare2	2	false	0	set	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958532253	square	mixed	redSquare2	2	2	1	1	redSquare1	1	1	1	2	blueSquare1	1	2	2	1	blueSquare2	2	1	2	2	blueSquares	blueSquare2	3	false	0	set	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958549682	square	mixed	redSquare2	2	1	1	2	blueSquare2	1	2	2	1	blueSquare1	1	1	1	1	redSquare1	2	2	2	2	redSquare1	blueSquare1	4	false	0	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958575791	square	mixed	blueSquare1	2	2	2	2	redSquare2	2	1	1	2	redSquare1	1	2	2	1	blueSquare2	1	1	1	1	blueSquare2	redSquare2,redSquare1	5	false	0	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958599586	square	mixed	blueSquare2	1	1	1	1	redSquare1	2	2	2	2	redSquare2	1	2	1	2	blueSquare1	2	1	2	1	blueSquare1	redSquare1	6	false	0	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958645841	square	mixed	redSquare1	2	2	1	2	blueSquare2	2	1	2	2	blueSquare1	1	1	2	1	redSquare2	1	2	1	1	redSquare2	redSquare1,redSquare2	7	false	1	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958683049	square	mixed	blueSquare1	2	2	1	1	redSquare1	2	1	2	1	redSquare2	1	1	2	2	blueSquare2	1	2	1	2	blueSquare2	redSquare1	8	false	1	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958702221	square	mixed	blueSquare1	1	2	2	1	blueSquare2	1	1	1	2	redSquare1	2	2	1	1	redSquare2	2	1	2	2	redSquares	blueSquare2	9	false	1	set	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958723329	square	mixed	redSquare2	2	2	2	1	redSquare1	1	1	1	1	blueSquare1	1	2	1	2	blueSquare2	2	1	2	2	blueSquares	blueSquare1	10	false	1	set	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958750060	square	mixed	blueSquare2	1	1	2	1	redSquare2	2	1	1	1	redSquare1	2	2	2	2	blueSquare1	1	2	1	2	blueSquare1	redSquare1	11	false	1	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958787716	square	mixed	redSquare2	1	2	1	2	blueSquare2	1	1	2	2	blueSquare1	2	2	1	1	redSquare1	2	1	2	1	redSquare1	blueSquare2,blueSquare1	12	false	1	singleton	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958804125	square	mixed	redSquare1	1	2	2	1	redSquare2	2	2	2	2	blueSquare1	1	1	1	2	blueSquare2	2	1	1	1	blueSquares	blueSquare1	13	false	2	set	clickedObj
experiment2_pilot	0818-cdc0b60a-7f78-42db-a0a5-95a671f78c1c	1531958826776	square	mixed	blueSquare1	1	1	1	2	redSquare1	1	2	1	1	redSquare2	2	2	2	1	blueSquare2	2	1	2	2	blueSquare2	redSquare1	14	false	2	singleton	clickedObj
