iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871318215	circle	mixed	stripedCircle2	2	2	1	2	spottedCircle2	1	2	1	1	spottedCircle1	2	1	2	1	stripedCircle1	1	1	2	2	stripedCircle1	spottedCircle2	1	false	0	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871346170	circle	mixed	stripedCircle1	2	2	2	1	stripedCircle2	1	1	2	2	spottedCircle1	2	1	1	1	spottedCircle2	1	2	1	2	spottedCircles	stripedCircle1	2	false	0	set	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871364295	circle	mixed	spottedCircle2	2	2	2	2	spottedCircle1	2	1	1	2	stripedCircle1	1	2	2	1	stripedCircle2	1	1	1	1	stripedCircles	stripedCircle1	3	false	0	set	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871375157	circle	mixed	stripedCircle2	2	2	1	1	spottedCircle1	1	1	2	1	spottedCircle2	1	2	1	2	stripedCircle1	2	1	2	2	stripedCircle1	stripedCircle1	4	true	1	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871396414	circle	mixed	stripedCircle1	2	2	1	1	spottedCircle1	2	1	1	2	spottedCircle2	1	2	2	2	stripedCircle2	1	1	2	1	stripedCircle2	spottedCircle1	5	false	0	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871426033	circle	mixed	spottedCircle2	2	2	2	1	stripedCircle2	2	1	2	2	stripedCircle1	1	2	1	2	spottedCircle1	1	1	1	1	spottedCircle1	stripedCircle2	6	false	0	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871459698	circle	mixed	spottedCircle2	1	1	1	2	spottedCircle1	2	1	1	1	stripedCircle1	1	2	2	1	stripedCircle2	2	2	2	2	stripedCircles	spottedCircle1	7	false	1	set	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871487507	circle	mixed	spottedCircle2	1	2	1	1	stripedCircle1	2	2	1	2	stripedCircle2	1	1	2	1	spottedCircle1	2	1	2	2	spottedCircle1	stripedCircle2	8	false	1	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871504982	circle	mixed	spottedCircle1	2	1	2	2	stripedCircle1	1	1	1	2	stripedCircle2	2	2	1	1	spottedCircle2	1	2	2	1	spottedCircle2	spottedCircle2	9	true	0	singleton	clickedObj
experiment2_pilot	9859-3070b546-af5d-4a99-b352-bd1e4c784400	1531871524457	circle	mixed	stripedCircle2	1	1	1	2	stripedCircle1	2	2	2	2	spottedCircle1	2	1	1	1	spottedCircle2	1	2	2	1	spottedCircles	spottedCircle2	10	false	1	set	clickedObj
