iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958133352	square	mixed	blueSquare1	1	2	1	2	redSquare1	1	1	2	1	redSquare2	2	1	1	1	blueSquare2	2	2	2	2	blueSquare2	blueSquare1	1	false	0	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958165433	square	mixed	redSquare2	2	1	2	2	blueSquare2	2	2	2	1	blueSquare1	1	1	1	2	redSquare1	1	2	1	1	redSquare1	blueSquare2	2	false	0	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958190648	square	mixed	blueSquare1	1	1	1	2	redSquare2	2	2	2	2	redSquare1	1	2	1	1	blueSquare2	2	1	2	1	blueSquare2	redSquare1	3	false	1	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958218489	square	mixed	blueSquare2	2	1	2	2	blueSquare1	1	1	1	1	redSquare1	1	2	1	2	redSquare2	2	2	2	1	redSquares	blueSquare1	4	false	0	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958237310	square	mixed	redSquare1	1	1	2	1	blueSquare2	2	2	1	1	blueSquare1	2	1	1	2	redSquare2	1	2	2	2	redSquare2	redSquare2,redSquare1	5	false	0	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958264822	square	mixed	blueSquare2	1	1	1	2	redSquare2	1	2	2	2	redSquare1	2	2	2	1	blueSquare1	2	1	1	1	blueSquare1	blueSquare1,blueSquare2	6	false	0	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958290909	square	mixed	blueSquare1	2	2	1	2	blueSquare2	1	1	2	1	redSquare1	1	2	2	2	redSquare2	2	1	1	1	redSquares	blueSquare1,blueSquare2	7	false	1	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958317253	square	mixed	redSquare2	2	2	1	1	redSquare1	1	2	1	2	blueSquare1	2	1	2	2	blueSquare2	1	1	2	1	blueSquares	redSquare1,redSquare2	8	false	0	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958335948	square	mixed	redSquare2	2	1	2	2	blueSquare2	1	1	2	1	blueSquare1	2	2	1	1	redSquare1	1	2	1	2	redSquare1	redSquare1,redSquare2	9	false	1	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958355484	square	mixed	redSquare2	2	1	2	1	redSquare1	1	1	2	2	blueSquare1	2	2	1	1	blueSquare2	1	2	1	2	blueSquares	blueSquare1,redSquare1	10	false	1	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958377868	square	mixed	blueSquare2	2	1	2	2	redSquare2	1	1	1	1	redSquare1	2	2	1	2	blueSquare1	1	2	2	1	blueSquare1	redSquare2,blueSquare1	11	false	1	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958403051	square	mixed	redSquare1	1	1	2	2	blueSquare2	2	1	1	1	blueSquare1	2	2	2	1	redSquare2	1	2	1	2	redSquare2	blueSquare2,redSquare2	12	false	1	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958422537	square	mixed	blueSquare1	2	2	1	2	redSquare1	1	2	2	1	redSquare2	2	1	1	1	blueSquare2	1	1	2	2	blueSquare2	blueSquare2	13	true	2	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958440155	square	mixed	redSquare2	2	2	1	2	redSquare1	1	2	1	1	blueSquare1	1	1	2	2	blueSquare2	2	1	2	1	blueSquares	redSquare1,redSquare2	14	false	2	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958466628	square	mixed	redSquare1	2	1	1	1	blueSquare2	2	2	2	1	blueSquare1	1	1	1	2	redSquare2	1	2	2	2	redSquare2	redSquare2,redSquare1	15	false	2	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958481867	square	mixed	redSquare2	2	1	1	2	blueSquare2	1	1	2	1	blueSquare1	2	2	2	2	redSquare1	1	2	1	1	redSquare1	redSquare1,redSquare2	16	false	2	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958515707	square	mixed	blueSquare1	1	2	1	1	blueSquare2	2	1	2	1	redSquare1	2	2	1	2	redSquare2	1	1	2	2	redSquares	redSquare1,redSquare2	17	true	2	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958559994	square	mixed	blueSquare2	2	2	1	1	redSquare1	2	1	2	1	redSquare2	1	2	1	2	blueSquare1	1	1	2	2	blueSquare1	blueSquare1,redSquare1	18	false	2	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958582592	square	mixed	redSquare1	2	2	2	2	redSquare2	2	1	1	1	blueSquare1	1	1	2	1	blueSquare2	1	2	1	2	blueSquares	redSquare2,blueSquare2	19	false	3	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958605752	square	mixed	blueSquare2	2	2	2	1	blueSquare1	1	1	1	1	redSquare1	2	1	2	2	redSquare2	1	2	1	2	redSquares	redSquare2,blueSquare2	20	false	3	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958618252	square	mixed	blueSquare1	2	2	1	1	redSquare2	1	2	2	2	redSquare1	2	1	2	1	blueSquare2	1	1	1	2	blueSquare2	blueSquare2	21	true	3	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958639952	square	mixed	redSquare1	2	2	2	2	blueSquare1	2	1	1	1	blueSquare2	1	2	2	1	redSquare2	1	1	1	2	redSquare2	redSquare2,redSquare1	22	false	3	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958654423	square	mixed	redSquare2	2	2	1	1	blueSquare2	1	2	1	2	blueSquare1	1	1	2	1	redSquare1	2	1	2	2	redSquare1	redSquare2	23	false	3	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958673463	square	mixed	blueSquare2	1	1	1	2	redSquare1	2	2	2	2	redSquare2	1	2	2	1	blueSquare1	2	1	1	1	blueSquare1	blueSquare1,blueSquare2	24	false	3	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958688807	square	mixed	blueSquare2	1	2	1	1	blueSquare1	2	1	2	1	redSquare1	1	1	1	2	redSquare2	2	2	2	2	redSquares	redSquare1,redSquare2	25	true	4	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958717756	square	mixed	blueSquare2	1	1	2	2	redSquare2	1	2	2	1	redSquare1	2	1	1	1	blueSquare1	2	2	1	2	blueSquare1	blueSquare1	26	true	4	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958732738	square	mixed	redSquare1	1	1	2	1	blueSquare2	2	1	1	1	blueSquare1	1	2	1	2	redSquare2	2	2	2	2	redSquare2	blueSquare2,blueSquare1	27	false	4	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958749145	square	mixed	blueSquare1	1	2	2	1	redSquare2	2	1	1	1	redSquare1	2	2	2	2	blueSquare2	1	1	1	2	blueSquare2	blueSquare2	28	true	4	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958765732	square	mixed	redSquare2	2	1	2	1	blueSquare2	1	2	1	2	blueSquare1	1	1	1	1	redSquare1	2	2	2	2	redSquare1	redSquare1,blueSquare1	29	false	4	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958778070	square	mixed	redSquare1	2	1	2	1	blueSquare2	2	2	1	1	blueSquare1	1	2	2	2	redSquare2	1	1	1	2	redSquare2	redSquare2	30	true	5	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958792937	square	mixed	blueSquare2	1	2	2	2	redSquare1	2	1	1	1	redSquare2	1	1	2	1	blueSquare1	2	2	1	2	blueSquare1	blueSquare1	31	true	5	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958806861	square	mixed	redSquare2	1	2	2	1	blueSquare2	1	1	1	1	blueSquare1	2	2	2	2	redSquare1	2	1	1	2	redSquare1	redSquare1	32	true	5	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958817487	square	mixed	blueSquare1	2	1	2	1	redSquare2	1	1	1	1	redSquare1	1	2	2	2	blueSquare2	2	2	1	2	blueSquare2	blueSquare2	33	true	5	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958831677	square	mixed	redSquare1	2	2	1	1	redSquare2	1	2	1	2	blueSquare1	1	1	2	1	blueSquare2	2	1	2	2	blueSquares	redSquare2	34	false	4	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958850637	square	mixed	blueSquare1	2	1	1	2	blueSquare2	1	1	2	2	redSquare1	2	2	2	1	redSquare2	1	2	1	1	redSquares	redSquare1	35	false	5	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958861765	square	mixed	redSquare2	1	1	1	2	redSquare1	1	2	2	1	blueSquare1	2	2	2	2	blueSquare2	2	1	1	1	blueSquares	redSquare2	36	false	5	set	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958874327	square	mixed	redSquare2	2	1	2	1	blueSquare1	1	1	2	2	blueSquare2	2	2	1	2	redSquare1	1	2	1	1	redSquare1	redSquare1,redSquare2	37	false	6	singleton	clickedObj
experiment2_pilot	4364-c5b5d1a8-8d5c-4fff-a605-ebdf2b1a78cd	1531958887181	square	mixed	redSquare1	1	1	2	2	blueSquare1	2	2	2	1	blueSquare2	1	2	1	2	redSquare2	2	1	1	1	redSquare2	redSquare2	38	true	6	singleton	clickedObj
