iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871171242	circle	mixed	spottedCircle1	2	1	1	2	stripedCircle1	2	2	2	1	stripedCircle2	1	2	2	2	spottedCircle2	1	1	1	1	spottedCircle2	spottedCircle2,stripedCircle1	1	false	0	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871192331	circle	mixed	stripedCircle1	1	2	2	2	stripedCircle2	1	1	1	2	spottedCircle1	2	2	2	1	spottedCircle2	2	1	1	1	spottedCircles	spottedCircle1	2	false	0	set	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871208781	circle	mixed	spottedCircle1	2	2	2	2	stripedCircle2	1	1	1	1	stripedCircle1	2	1	1	2	spottedCircle2	1	2	2	1	spottedCircle2	stripedCircle1,spottedCircle2	3	false	1	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871219932	circle	mixed	spottedCircle2	1	2	2	2	stripedCircle2	2	2	2	1	stripedCircle1	1	1	1	1	spottedCircle1	2	1	1	2	spottedCircle1	spottedCircle2	4	false	0	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871235717	circle	mixed	stripedCircle1	1	2	2	2	spottedCircle1	2	2	1	2	spottedCircle2	2	1	2	1	stripedCircle2	1	1	1	1	stripedCircle2	stripedCircle2,spottedCircle1	5	false	0	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871249655	circle	mixed	stripedCircle1	1	2	2	1	stripedCircle2	2	1	1	2	spottedCircle1	1	1	2	2	spottedCircle2	2	2	1	1	spottedCircles	stripedCircle1,stripedCircle2	6	false	1	set	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871268246	circle	mixed	spottedCircle2	1	2	2	2	stripedCircle2	2	2	1	1	stripedCircle1	2	1	1	2	spottedCircle1	1	1	2	1	spottedCircle1	spottedCircle1,stripedCircle1	7	false	1	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871280296	circle	mixed	stripedCircle2	2	2	1	2	spottedCircle1	1	2	2	2	spottedCircle2	1	1	2	1	stripedCircle1	2	1	1	1	stripedCircle1	stripedCircle2,spottedCircle1	8	false	0	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871293884	circle	mixed	stripedCircle1	1	1	1	1	spottedCircle1	2	2	1	2	spottedCircle2	2	1	2	1	stripedCircle2	1	2	2	2	stripedCircle2	spottedCircle1	9	false	1	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871323802	circle	mixed	spottedCircle1	1	1	2	2	spottedCircle2	2	2	1	2	stripedCircle1	1	2	2	1	stripedCircle2	2	1	1	1	stripedCircles	spottedCircle2	10	false	0	set	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871343827	circle	mixed	stripedCircle2	2	2	2	1	spottedCircle1	1	2	1	2	spottedCircle2	2	1	2	2	stripedCircle1	1	1	1	1	stripedCircle1	spottedCircle1	11	false	1	singleton	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871356940	circle	mixed	spottedCircle2	2	1	1	1	spottedCircle1	1	1	2	2	stripedCircle1	1	2	1	2	stripedCircle2	2	2	2	1	stripedCircles	stripedCircle2	12	false	1	set	clickedObj
experiment2_pilot	6077-2c1b44e1-88d5-455e-89be-4b1974391e8f	1531871368421	circle	mixed	spottedCircle1	2	2	2	2	stripedCircle1	2	1	2	1	stripedCircle2	1	2	1	2	spottedCircle2	1	1	1	1	spottedCircle2	stripedCircle1	13	false	2	singleton	clickedObj
