iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959151876	circle	mixed	stripedCircle2	2	2	1	2	spottedCircle1	2	1	1	1	spottedCircle2	1	2	2	1	stripedCircle1	1	1	2	2	stripedCircle1	spottedCircle1	1	false	0	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959233333	circle	mixed	stripedCircle1	1	2	1	1	spottedCircle2	2	2	2	1	spottedCircle1	2	1	2	2	stripedCircle2	1	1	1	2	stripedCircle2	spottedCircle2	2	false	0	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959250446	circle	mixed	spottedCircle1	1	1	1	2	stripedCircle1	1	2	2	2	stripedCircle2	2	1	2	1	spottedCircle2	2	2	1	1	spottedCircle2	stripedCircle1	3	false	0	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959263711	circle	mixed	spottedCircle2	2	2	1	1	stripedCircle2	2	1	1	2	stripedCircle1	1	2	2	1	spottedCircle1	1	1	2	2	spottedCircle1	spottedCircle1	4	true	0	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959287292	circle	mixed	stripedCircle1	1	1	1	1	spottedCircle2	2	2	2	2	spottedCircle1	1	2	2	1	stripedCircle2	2	1	1	2	stripedCircle2	stripedCircle2	5	true	1	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959312222	circle	mixed	spottedCircle2	1	2	1	1	spottedCircle1	2	2	2	1	stripedCircle1	2	1	1	2	stripedCircle2	1	1	2	2	stripedCircles	spottedCircle1	6	false	0	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959325273	circle	mixed	stripedCircle2	1	1	2	1	stripedCircle1	1	2	1	1	spottedCircle1	2	2	2	2	spottedCircle2	2	1	1	2	spottedCircles	spottedCircle1	7	false	0	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959338991	circle	mixed	spottedCircle2	1	2	2	1	stripedCircle2	2	1	1	2	stripedCircle1	2	2	1	1	spottedCircle1	1	1	2	2	spottedCircle1	spottedCircle1	8	true	1	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959366630	circle	mixed	spottedCircle2	2	1	1	2	spottedCircle1	1	1	2	1	stripedCircle1	1	2	1	1	stripedCircle2	2	2	2	2	stripedCircles	spottedCircle2	9	false	1	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959383752	circle	mixed	stripedCircle2	2	1	1	2	spottedCircle2	2	2	1	1	spottedCircle1	1	1	2	1	stripedCircle1	1	2	2	2	stripedCircle1	stripedCircle2	10	false	1	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959396820	circle	mixed	spottedCircle1	2	1	1	1	stripedCircle2	1	2	2	2	stripedCircle1	1	1	1	2	spottedCircle2	2	2	2	1	spottedCircle2	spottedCircle1,spottedCircle2	11	false	1	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959416511	circle	mixed	stripedCircle2	2	2	1	2	stripedCircle1	2	1	2	2	spottedCircle1	1	1	2	1	spottedCircle2	1	2	1	1	spottedCircles	stripedCircle2,stripedCircle1	12	false	1	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959427317	circle	mixed	spottedCircle2	2	1	2	2	spottedCircle1	1	1	2	1	stripedCircle1	1	2	1	1	stripedCircle2	2	2	1	2	stripedCircles	spottedCircle1,spottedCircle2	13	false	2	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959442848	circle	mixed	spottedCircle2	1	1	1	1	stripedCircle2	2	2	2	1	stripedCircle1	1	2	2	2	spottedCircle1	2	1	1	2	spottedCircle1	spottedCircle1	14	true	2	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959462104	circle	mixed	stripedCircle1	2	2	1	1	stripedCircle2	1	1	1	2	spottedCircle1	1	2	2	2	spottedCircle2	2	1	2	1	spottedCircles	spottedCircle2,spottedCircle1	15	true	2	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959481599	circle	mixed	spottedCircle1	2	2	2	1	stripedCircle1	1	2	1	1	stripedCircle2	1	1	1	2	spottedCircle2	2	1	2	2	spottedCircle2	stripedCircle1,stripedCircle2	16	false	2	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959496967	circle	mixed	stripedCircle1	2	1	2	1	spottedCircle2	2	2	1	2	spottedCircle1	1	1	1	1	stripedCircle2	1	2	2	2	stripedCircle2	spottedCircle1,stripedCircle2	17	false	2	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959511382	circle	mixed	stripedCircle2	2	1	1	2	spottedCircle1	1	1	1	1	spottedCircle2	1	2	2	2	stripedCircle1	2	2	2	1	stripedCircle1	spottedCircle1	18	false	2	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959528245	circle	mixed	stripedCircle1	2	2	2	1	spottedCircle1	1	1	1	2	spottedCircle2	1	2	1	1	stripedCircle2	2	1	2	2	stripedCircle2	spottedCircle2,spottedCircle1	19	false	3	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959541901	circle	mixed	spottedCircle1	1	1	2	2	stripedCircle2	2	1	2	1	stripedCircle1	2	2	1	1	spottedCircle2	1	2	1	2	spottedCircle2	spottedCircle2,spottedCircle1	20	false	3	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959555685	circle	mixed	stripedCircle1	2	1	2	2	stripedCircle2	1	2	1	2	spottedCircle1	1	1	2	1	spottedCircle2	2	2	1	1	spottedCircles	spottedCircle2,spottedCircle1	21	true	3	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959566886	circle	mixed	spottedCircle2	2	2	1	1	spottedCircle1	2	1	2	1	stripedCircle1	1	1	2	2	stripedCircle2	1	2	1	2	stripedCircles	stripedCircle2,stripedCircle1	22	true	3	set	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959582982	circle	mixed	stripedCircle2	1	2	2	1	spottedCircle1	1	1	1	1	spottedCircle2	2	2	1	2	stripedCircle1	2	1	2	2	stripedCircle1	stripedCircle2	23	false	3	singleton	clickedObj
experiment2_pilot	6280-c49fd34c-d449-41e6-88bd-4409aeb5733e	1531959594189	circle	mixed	spottedCircle2	2	1	2	1	stripedCircle1	1	1	2	2	stripedCircle2	2	2	1	1	spottedCircle1	1	2	1	2	spottedCircle1	stripedCircle1	24	false	3	singleton	clickedObj
