iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531849962373	circle	mixed	spottedCircle2	1	1	2	2	spottedCircle1	2	1	1	2	stripedCircle1	1	2	1	1	stripedCircle2	2	2	2	1	stripedCircles	spottedCircle1	1	false	0	set	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531849988383	circle	mixed	spottedCircle2	1	2	2	1	stripedCircle2	2	1	1	1	stripedCircle1	2	2	2	2	spottedCircle1	1	1	1	2	spottedCircle1	spottedCircle2	2	false	0	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850010183	circle	mixed	spottedCircle1	2	1	2	1	stripedCircle2	1	2	1	1	stripedCircle1	1	1	1	2	spottedCircle2	2	2	2	2	spottedCircle2	spottedCircle2	3	true	0	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850032064	circle	mixed	spottedCircle2	2	2	2	1	stripedCircle1	1	1	1	2	stripedCircle2	2	1	2	2	spottedCircle1	1	2	1	1	spottedCircle1	stripedCircle1	4	false	1	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850059993	circle	mixed	stripedCircle1	2	2	2	2	spottedCircle2	2	1	2	1	spottedCircle1	1	2	1	1	stripedCircle2	1	1	1	2	stripedCircle2	stripedCircle2,stripedCircle1	5	false	0	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850081691	circle	mixed	stripedCircle1	1	1	1	2	stripedCircle2	1	2	2	2	spottedCircle1	2	1	1	1	spottedCircle2	2	2	2	1	spottedCircles	stripedCircle1	6	false	0	set	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850110343	circle	mixed	spottedCircle1	2	2	1	1	stripedCircle1	2	1	1	2	stripedCircle2	1	1	2	1	spottedCircle2	1	2	2	2	spottedCircle2	stripedCircle1,stripedCircle2	7	false	1	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850151687	circle	mixed	stripedCircle2	1	2	1	2	spottedCircle2	2	2	1	1	spottedCircle1	2	1	2	1	stripedCircle1	1	1	2	2	stripedCircle1	spottedCircle2	8	false	0	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850183944	circle	mixed	spottedCircle1	1	2	1	1	spottedCircle2	2	1	2	1	stripedCircle1	1	1	2	2	stripedCircle2	2	2	1	2	stripedCircles	spottedCircle2,stripedCircle1	9	false	1	set	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850230932	circle	mixed	stripedCircle2	1	2	1	2	spottedCircle2	2	2	1	1	spottedCircle1	1	1	2	1	stripedCircle1	2	1	2	2	stripedCircle1	stripedCircle2,stripedCircle1	10	false	1	singleton	clickedObj
experiment2_pilot	6090-f747b4bd-054e-497e-82c1-6c681266db06	1531850299795	circle	mixed	stripedCircle2	2	1	2	1	stripedCircle1	1	1	2	2	spottedCircle1	2	2	1	1	spottedCircle2	1	2	1	2	spottedCircles	stripedCircle2,spottedCircle2	11	false	1	set	clickedObj
