iterationName	gameid	time	stimulusHalf	condition	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	repetition	contextType	eventType
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848168889	square	mixed	blueSquare1	2	2	1	1	redSquare2	2	1	1	2	redSquare1	1	1	2	1	blueSquare2	1	2	2	2	blueSquare2	blueSquare1	1	false	0	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848197995	square	mixed	blueSquare2	2	1	2	2	redSquare1	2	2	1	1	redSquare2	1	1	2	1	blueSquare1	1	2	1	2	blueSquare1	redSquare1	2	false	0	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848220305	square	mixed	redSquare1	1	2	1	2	blueSquare2	2	1	1	1	blueSquare1	2	2	2	2	redSquare2	1	1	2	1	redSquare2	redSquare2	3	true	0	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848247612	square	mixed	blueSquare1	1	2	1	1	blueSquare2	2	1	2	1	redSquare1	1	1	1	2	redSquare2	2	2	2	2	redSquares	blueSquare1	4	false	0	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848259794	square	mixed	blueSquare1	2	1	2	2	redSquare2	2	2	1	2	redSquare1	1	1	2	1	blueSquare2	1	2	1	1	blueSquare2	blueSquare2	5	true	1	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848281958	square	mixed	redSquare1	2	2	2	2	redSquare2	2	1	1	1	blueSquare1	1	1	1	2	blueSquare2	1	2	2	1	blueSquares	redSquare1	6	false	0	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848299989	square	mixed	blueSquare2	2	1	1	1	redSquare1	1	2	1	2	redSquare2	1	1	2	1	blueSquare1	2	2	2	2	blueSquare1	blueSquare2,blueSquare1	7	false	1	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848319591	square	mixed	redSquare1	1	2	1	2	redSquare2	2	2	2	2	blueSquare1	2	1	1	1	blueSquare2	1	1	2	1	blueSquares	blueSquare1,blueSquare2	8	true	1	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848335522	square	mixed	redSquare1	2	2	1	1	blueSquare1	1	2	2	2	blueSquare2	1	1	1	2	redSquare2	2	1	2	1	redSquare2	redSquare2	9	true	1	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848364811	square	mixed	redSquare2	2	2	1	1	blueSquare1	1	2	2	1	blueSquare2	1	1	2	2	redSquare1	2	1	1	2	redSquare1	redSquare2,redSquare1	10	false	0	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848384500	square	mixed	blueSquare2	1	1	1	1	blueSquare1	2	1	2	2	redSquare1	2	2	1	2	redSquare2	1	2	2	1	redSquares	redSquare1	11	false	1	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848404398	square	mixed	redSquare2	2	1	2	2	blueSquare1	1	1	1	2	blueSquare2	1	2	1	1	redSquare1	2	2	2	1	redSquare1	blueSquare1,blueSquare2	12	false	1	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848424485	square	mixed	blueSquare1	2	1	1	1	redSquare1	2	2	1	2	redSquare2	1	1	2	1	blueSquare2	1	2	2	2	blueSquare2	blueSquare2	13	true	2	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848450343	square	mixed	blueSquare2	2	2	2	2	redSquare2	1	1	1	2	redSquare1	1	2	2	1	blueSquare1	2	1	1	1	blueSquare1	blueSquare1	14	true	2	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848469221	square	mixed	redSquare1	2	1	2	1	redSquare2	2	2	1	2	blueSquare1	1	2	1	1	blueSquare2	1	1	2	2	blueSquares	blueSquare1,blueSquare2	15	true	2	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848486235	square	mixed	blueSquare2	1	1	1	2	redSquare2	2	1	1	1	redSquare1	2	2	2	1	blueSquare1	1	2	2	2	blueSquare1	blueSquare1	16	true	3	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848525750	square	mixed	blueSquare1	2	1	1	1	blueSquare2	2	2	2	2	redSquare1	1	2	2	1	redSquare2	1	1	1	2	redSquares	redSquare1	17	false	2	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848548855	square	mixed	blueSquare1	1	1	2	1	redSquare1	2	1	1	2	redSquare2	2	2	2	2	blueSquare2	1	2	1	1	blueSquare2	redSquare2	18	false	3	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848573255	square	mixed	redSquare1	2	2	1	1	redSquare2	1	1	2	2	blueSquare1	1	2	1	2	blueSquare2	2	1	2	1	blueSquares	blueSquare1	19	false	3	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848598537	square	mixed	redSquare2	2	1	1	1	blueSquare2	1	1	2	2	blueSquare1	1	2	2	1	redSquare1	2	2	1	2	redSquare1	redSquare2	20	false	2	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848616905	square	mixed	blueSquare2	1	1	1	1	blueSquare1	2	1	1	2	redSquare1	1	2	2	1	redSquare2	2	2	2	2	redSquares	redSquare2,redSquare1	21	true	3	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848636062	square	mixed	redSquare1	2	1	1	2	blueSquare1	1	2	2	1	blueSquare2	1	1	2	2	redSquare2	2	2	1	1	redSquare2	redSquare2	22	true	2	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848653570	square	mixed	redSquare2	1	1	1	1	blueSquare1	1	2	1	2	blueSquare2	2	2	2	1	redSquare1	2	1	2	2	redSquare1	redSquare1	23	true	3	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848669173	square	mixed	redSquare1	1	2	2	1	blueSquare2	2	1	1	2	blueSquare1	2	2	1	1	redSquare2	1	1	2	2	redSquare2	redSquare1	24	false	3	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848685498	square	mixed	redSquare2	1	1	1	1	blueSquare1	1	2	2	2	blueSquare2	2	2	2	1	redSquare1	2	1	1	2	redSquare1	redSquare2	25	false	4	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848718644	square	mixed	redSquare1	1	1	1	1	redSquare2	2	1	2	2	blueSquare1	2	2	1	2	blueSquare2	1	2	2	1	blueSquares	blueSquare1	26	false	4	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848736891	square	mixed	blueSquare2	1	2	1	1	redSquare2	2	1	1	2	redSquare1	1	1	2	1	blueSquare1	2	2	2	2	blueSquare1	blueSquare2	27	false	4	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848763569	square	mixed	blueSquare1	1	2	1	1	blueSquare2	2	2	1	2	redSquare1	1	1	2	2	redSquare2	2	1	2	1	redSquares	redSquare2,redSquare1	28	true	4	set	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848783053	square	mixed	blueSquare1	2	2	2	2	redSquare1	1	1	1	1	redSquare2	2	1	2	1	blueSquare2	1	2	1	2	blueSquare2	blueSquare1	29	false	4	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848806778	square	mixed	redSquare1	1	2	2	2	blueSquare1	2	2	2	1	blueSquare2	1	1	1	1	redSquare2	2	1	1	2	redSquare2	blueSquare2	30	false	4	singleton	clickedObj
experiment2_pilot	3797-8ecabe43-ba6c-4bfb-9abd-35af3ed83184	1531848825069	square	mixed	blueSquare2	2	1	2	2	blueSquare1	1	1	2	1	redSquare1	1	2	1	2	redSquare2	2	2	1	1	redSquares	redSquare2,redSquare1	31	true	5	set	clickedObj
