iterationName	gameid	time	intendedName	trialNum	text	timeFromRoundStart	eventType
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431595650	blueSquare1	1	lapa	7492	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431635739	spottedCircle1	2	kaha	21541	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431653417	stripedCircle2	3	gegu	9589	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431683589	redSquare1	4	hawu	18056	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431708888	spottedCircle2	5	kuwa	17228	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431741647	spottedCircle1	6	kaha	16087	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431762469	stripedCircle1	7	gegu	11722	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431784719	redSquare1	8	hawu	13275	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431802966	blueSquare2	9	lapa	5896	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431819386	spottedCircle2	10	kuwa	6753	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431836772	redSquare2	11	luno	6925	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431864801	blueSquare2	12	wuma	12409	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431880793	stripedCircle2	13	pigi	8600	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431913244	stripedCircle1	14	mule	18858	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431936253	blueSquare1	15	lewe	13420	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431966302	redSquare2	16	luno	8404	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516431996032	stripedCircle1	17	gegu	18598	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432014524	blueSquare2	18	wuma	5809	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432040532	spottedCircle2	19	kaha	13099	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432059558	blueSquare1	20	lapa	8961	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432073399	spottedCircle1	21	kuwa	7333	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432088534	redSquare2	22	luno	6824	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432108260	blueSquare1	23	lapa	11088	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432121425	blueSquare2	24	wuma	4794	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432135908	spottedCircle2	25	kaha	5954	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432164656	stripedCircle1	26	mule	16725	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432187813	stripedCircle2	27	gegu	10331	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432202327	redSquare1	28	hawu	6481	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432231536	stripedCircle2	29	mule	20525	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432252951	redSquare1	30	hawu	11840	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432273627	spottedCircle1	31	kuwa	11647	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432297545	redSquare2	32	luno	13693	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432315127	redSquare1	33	wuma	9787	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432333285	stripedCircle2	34	gegu	9453	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432347048	blueSquare2	35	luno	4135	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432360601	redSquare2	36	luno	5047	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432372966	spottedCircle1	37	gegu	4964	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432396958	spottedCircle2	38	kaha	15448	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432408647	redSquare1	39	wuma	3437	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432426600	stripedCircle1	40	mule	7373	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432457872	blueSquare2	41	lapa	10412	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432485145	spottedCircle1	42	kuwa	17751	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432497701	blueSquare1	43	lapa	3932	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432510824	redSquare2	44	luno	5850	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432527387	spottedCircle2	45	kaha	5715	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432548193	stripedCircle2	46	gegu	9133	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432560219	blueSquare1	47	lapa	2922	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432572976	stripedCircle1	48	mule	5452	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432593448	redSquare1	49	wuma	6137	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432611668	redSquare2	50	luno	9461	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432624672	blueSquare1	51	lapa	6188	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432634193	blueSquare2	52	wuma	3509	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432652943	stripedCircle2	53	gegu	11812	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432672061	redSquare1	54	hawu	10256	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432685303	spottedCircle2	55	kaha	6169	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432700611	redSquare2	56	luno	5950	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432713752	spottedCircle2	57	kaha	5787	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432729550	stripedCircle1	58	mule	6855	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432746661	blueSquare2	59	wuma	6412	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432763309	blueSquare1	60	lapa	7083	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432774432	stripedCircle1	61	mule	4379	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432790491	spottedCircle1	62	kuwa	8797	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432803564	stripedCircle2	63	gegu	5387	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432819219	spottedCircle1	64	kuwa	7732	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432844464	stripedCircle2	65	gegu	14072	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432859456	blueSquare1	66	lapa	7212	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432873651	redSquare2	67	luno	6746	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432895442	spottedCircle1	68	kaha	13041	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432912267	blueSquare2	69	wuma	6849	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432928039	spottedCircle2	70	kuwa	7709	drop
experiment1	7191-bc3708ee-2683-479f-a40b-6b9a69b2f916	1516432943688	stripedCircle2	71	gegu	6659	drop
