iterationName	gameid	time	intendedName	trialNum	text	timeFromRoundStart	eventType
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429378482	stripedCircle1	1	wuma	15491	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429398326	blueSquare1	2	goku	12465	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429421751	stripedCircle2	3	wogu	11809	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429432685	redSquare1	4	goku	4122	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429447682	redSquare2	5	goku	5311	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429462530	spottedCircle1	6	muha	7092	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429473354	blueSquare2	7	goku	4314	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429490014	spottedCircle2	8	wogu	7960	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429500469	blueSquare2	9	goku	4134	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429522687	stripedCircle1	10	lehi	11874	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429537791	redSquare2	11	wuma	7153	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429556034	spottedCircle1	12	muha	9300	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429567878	redSquare1	13	wuma	5072	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429584213	spottedCircle2	14	muha	7624	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429599679	stripedCircle2	15	mipu	7840	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429613899	blueSquare1	16	goku	5133	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429628954	stripedCircle2	17	mipu	7828	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429640666	blueSquare1	18	goku	3058	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429655711	spottedCircle1	19	muha	7700	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429680561	redSquare1	20	guno	15521	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429701772	stripedCircle1	21	lehi	12125	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429724617	redSquare2	22	kele	13507	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429750490	spottedCircle2	23	wako	13739	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429764226	blueSquare2	24	goku	3722	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429786238	blueSquare1	25	neka	11264	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429811500	redSquare1	26	neka	14038	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429830440	blueSquare2	27	goku	5545	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429845609	redSquare2	28	guno	6378	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429859370	spottedCircle2	29	wako	6218	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429884924	stripedCircle2	30	lehi	14421	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429898632	stripedCircle1	31	lehi	5993	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429925562	spottedCircle1	32	pewa	17614	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429938840	spottedCircle2	33	wako	4863	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429956252	blueSquare2	34	goku	7421	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429974667	spottedCircle1	35	pewa	11136	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516429993403	stripedCircle2	36	lona	8325	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430011378	redSquare2	37	guno	5946	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430028187	blueSquare1	38	goku	5606	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430050305	redSquare1	39	kele	13566	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430065352	stripedCircle1	40	lona	7592	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430082931	redSquare2	41	wuma	4559	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430099858	stripedCircle1	42	lona	6355	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430116954	redSquare1	43	neka	8625	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430132658	blueSquare1	44	goku	5639	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430153178	spottedCircle1	45	pewa	10116	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430165222	blueSquare2	46	goku	3622	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430196490	stripedCircle2	47	lona	14387	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430210397	spottedCircle2	48	pimi	6024	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430235066	redSquare1	49	pimi	7154	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430252188	stripedCircle2	50	lehi	8612	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430272871	spottedCircle2	51	wako	7947	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430289086	spottedCircle1	52	pewa	7975	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430307154	stripedCircle1	53	lona	10307	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430328051	redSquare2	54	wuma	13377	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430347896	blueSquare1	55	hili	12086	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430359053	blueSquare2	56	goku	4196	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430374411	stripedCircle1	57	lona	7777	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430397821	redSquare1	58	neka	15325	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430428987	stripedCircle2	59	lehi	13954	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430448495	blueSquare2	60	goku	10669	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430460733	spottedCircle2	61	wako	4565	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430476994	spottedCircle1	62	wako	7542	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430489584	redSquare2	63	wuma	7154	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430511834	blueSquare1	64	hili	13194	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430523373	blueSquare2	65	goku	4039	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430536187	redSquare2	66	wuma	4800	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430554280	blueSquare1	67	hili	10630	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430572941	spottedCircle1	68	wako	7450	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430589683	spottedCircle2	69	wako	7714	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430611078	stripedCircle2	70	lehi	13467	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430626550	stripedCircle1	71	lona	7197	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430640326	redSquare1	72	neka	5990	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430658141	blueSquare2	73	goku	10149	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430682773	spottedCircle1	74	pewa	17433	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430704988	blueSquare1	75	hili	7495	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430723426	stripedCircle2	76	lehi	8094	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430741057	stripedCircle1	77	lona	9779	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430754661	spottedCircle2	78	wako	6162	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430772620	redSquare2	79	wuma	6084	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430784471	redSquare1	80	neka	4652	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430803341	spottedCircle1	81	pewa	10919	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430819338	blueSquare2	82	goku	7949	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430843222	redSquare1	83	neka	16763	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430856729	stripedCircle1	84	lona	5173	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430871989	spottedCircle2	85	wako	7929	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430886535	blueSquare1	86	goku	4066	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430904324	stripedCircle2	87	lehi	10098	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430919080	redSquare2	88	wuma	6687	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430930689	blueSquare1	89	hili	5344	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430946470	redSquare2	90	wuma	4284	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430967124	blueSquare2	91	goku	12849	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516430985357	stripedCircle2	92	lehi	8674	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516431008588	redSquare1	93	neka	15124	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516431039277	spottedCircle1	94	wako	21687	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516431049726	spottedCircle2	95	wako	4290	drop
experiment1	2720-1cbcae5a-dc12-4e41-8cde-56ac1f3c57d8	1516431066342	stripedCircle1	96	lona	5581	drop
