iterationName	gameid	time	intendedName	trialNum	text	timeFromRoundStart	eventType
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482049970	blueSquare1	1	luha	13471	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482102607	stripedCircle1	2	mamu	35371	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482127719	spottedCircle1	3	gili	18319	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482158093	blueSquare2	4	luha	17913	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482192858	stripedCircle2	5	pune	26849	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482216789	spottedCircle2	6	gili	10708	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482241703	redSquare1	7	naga	10045	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482266603	redSquare2	8	nowo	14740	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482301886	stripedCircle1	9	mopi	17604	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482396544	spottedCircle1	10	woge	79021	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482413195	spottedCircle2	11	gili	8201	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482427065	stripedCircle2	12	pune	6555	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482462296	redSquare1	13	nowo	16008	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482475835	blueSquare2	14	luha	5262	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482498520	blueSquare1	15	lahu	5546	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482526611	redSquare2	16	nowo	15773	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482551343	blueSquare1	17	milo	10999	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482574418	blueSquare2	18	luha	12953	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482598486	stripedCircle2	19	liko	10566	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482622710	spottedCircle1	20	woge	9908	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482646432	redSquare1	21	lahu	11742	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482663371	redSquare2	22	nowo	6776	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482687855	spottedCircle2	23	gili	16558	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482700451	stripedCircle1	24	mopi	5012	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482718079	stripedCircle2	25	lahu	9906	drop
experiment1	9931-53ebcb7c-f97e-4d65-a4ad-eddc6c5c0755	1516482732899	redSquare2	26	nowo	6120	drop
